"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SPONSORSHIPORIGINATOR","Display Value","Numeric","Low","High","Comments"
"SA_0000001537","PUBLISHED","2016","EUR","PRT","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","RUS","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","SRB","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","TJK","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","BTN","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","IDN","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","IDN","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","TLS","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","TLS","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","KIR","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","MHL","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","PHL","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","SGP","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","SGP","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","COK","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","BLR","","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","MMR","","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","COM","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","DOM","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","JAM","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","SYR","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","EST","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","AGO","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","BFA","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","CMR","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","ERI","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GMB","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GMB","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GNB","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GNB","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","LBR","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","MWI","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","MUS","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","NER","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","UGA","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","UGA","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","ZWE","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","ZWE","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","BHS","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","BHS","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","BLZ","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CRI","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","DOM","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","JAM","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","PAN","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","PAN","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","KNA","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","KNA","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","SUR","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","AFG","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","EGY","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","OMN","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","SYR","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","SYR","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","YEM","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","AND","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","AZE","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","BIH","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","FRA","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","GRC","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","GRC","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","IRL","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","KAZ","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","KAZ","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","LVA","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","LTU","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","MLT","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","NLD","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","PRT","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","TJK","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","TKM","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","TKM","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","UZB","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","BTN","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","IDN","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","KIR","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","KIR","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","MHL","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","MHL","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","PHL","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","SGP","SA_FROM_SPIRITS_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","COK","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","COK","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GHA","","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","IRL","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","TJK","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","ETH","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GIN","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","AGO","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","BEN","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","BDI","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","GHA","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CHL","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","LSO","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","LBR","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","MWI","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","MLI","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","MOZ","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","SWZ","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","TZA","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","ZMB","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","ATG","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","ARG","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","BHS","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","BLZ","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","MEX","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","NIC","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","PAK","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","SOM","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","PRY","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","PER","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","KNA","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","VCT","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","SUR","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","URY","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ARM","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","BLR","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","SDN","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","YEM","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","CHE","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","MKD","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","SVK","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","GEO","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","HUN","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ISR","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ITA","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","KAZ","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","LVA","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","TUR","SA_FROM_WINE_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","TKM","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","GBR","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","UZB","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","KOR","SA_FROM_SPIRITS_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","MDV","SA_FROM_SPIRITS_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","KHM","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","LAO","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","MYS","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","MNG","SA_FROM_WINE_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ESP","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","PAN","","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","AFR","KEN","SA_FROM_BEER_INDUSTRY","ban","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","AND","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","ISL","SA_FROM_WINE_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","LTU","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","SWE","SA_FROM_BEER_INDUSTRY","voluntary/self-restricted","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","MCO","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","NPL","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","QAT","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","PLW","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","BOL","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","TUV","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","FJI","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CAN","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","NRU","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","PNG","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","SAU","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","USA","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","BHR","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","FSM","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","ARE","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","VEN","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CUB","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","KGZ","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","TON","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","TUN","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","BRN","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","COK","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","HTI","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","KWT","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","NIU","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","SLB","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CUB","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","VEN","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","KWT","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","QAT","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","TUN","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","KGZ","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","PNG","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","FSM","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","VEN","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","KWT","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","KWT","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","QAT","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","KGZ","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","KGZ","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","SLB","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","PNG","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","FSM","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","TUN","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CUB","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","BOL","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","USA","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","QAT","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","ARE","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","ARE","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","TON","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","TON","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","PRK","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","BRN","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","NRU","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","PNG","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","PRK","","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CAN","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","HTI","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","VEN","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","BHR","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","MCO","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","SLB","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","FJI","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","NIU","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","PLW","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CUB","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","HTI","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","BHR","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","MCO","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","TUV","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","PLW","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","SLB","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","TON","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","PRK","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","BRN","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","FJI","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CAN","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","SAU","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","NPL","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","NPL","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","BRN","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","TUV","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","TUV","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","BOL","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","CAN","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","SAU","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","SAU","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","NPL","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","NRU","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","USA","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","NIU","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","BOL","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","HTI","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","AMR","USA","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","BHR","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","TUN","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EMR","ARE","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","EUR","MCO","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","SEAR","PRK","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","FJI","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","FSM","SA_FROM_BEER_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","NRU","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","NIU","SA_FROM_WINE_INDUSTRY","No data","","","",""
"SA_0000001537","PUBLISHED","2016","WPR","PLW","SA_FROM_SPIRITS_INDUSTRY","No data","","","",""
