"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","Display Value","Numeric","Low","High","Comments"
"RSUD_790","PUBLISHED","2014","EMR","OMN","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","PAK","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","PAK","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","PAK","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","PAN","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","PER","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","PER","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","PER","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","PHL","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","PHL","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","PHL","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","PLW","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","PLW","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","PLW","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","PLW","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","PRK","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","PRK","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","PRK","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","PRK","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","PRT","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","PRT","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","PRT","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","PRY","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","PRY","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","QAT","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","QAT","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","QAT","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","ROU","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","RUS","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","RUS","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SAU","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SAU","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","SAU","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SEN","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SEN","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SEN","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","SGP","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","SGP","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","SGP","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","SLV","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","SLV","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","SLV","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SMR","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SMR","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SMR","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SMR","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SRB","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SSD","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SSD","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SSD","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","SSD","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","STP","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","STP","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","STP","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","STP","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","SUR","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","SUR","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SVK","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SVK","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SVK","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SVN","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SVN","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","SVN","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","TCD","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","THA","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","THA","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","THA","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","TJK","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","TJK","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","TJK","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","TKM","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","TKM","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","TKM","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","TKM","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","TLS","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","TLS","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","TLS","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","SEAR","TLS","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","TON","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","TON","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","TON","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","TON","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","TTO","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","TTO","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","TTO","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","TUN","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","TUN","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","TUN","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","TUR","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","TUV","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","TUV","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","TUV","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","TUV","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","TZA","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","TZA","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","TZA","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","UGA","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","UGA","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AFR","UGA","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","UKR","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","URY","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","URY","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","UZB","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EUR","UZB","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","VCT","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","VCT","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","VCT","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","VCT","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","VEN","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","VEN","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","VEN","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","AMR","VEN","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","VNM","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","WSM","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","WSM","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","WSM","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","WPR","WSM","DOCTORAL","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","YEM","BACHELOR","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","YEM","MASTER","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","YEM","TERTIARY","No data","","","",""
"RSUD_790","PUBLISHED","2014","EMR","YEM","DOCTORAL","No data","","","",""
