"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","KEN","MLE","55","55.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","WPR","","KHM","MLE","44","44.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","MLI","FMLE","24","24.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","MLI","MLE","33","33.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","NER","FMLE","13","13.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","NER","MLE","25","25.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","SEN","FMLE","29","29.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","SEN","MLE","31","31.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","TZA","MLE","43","43.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","TZA","FMLE","48","48.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","ZWE","MLE","47","47.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","ZWE","FMLE","52","52.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","","WB_LI","","FMLE","32","32.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","","WB_LI","","MLE","37","37.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","BDI","FMLE","45","45.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","BFA","FMLE","31","31.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","CIV","MLE","25","25.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","CMR","MLE","34","34.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","COG","FMLE","14","14.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AMR","","DOM","MLE","41","41.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","GAB","FMLE","30","30.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","GHA","MLE","34","34.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AMR","","HND","MLE","35","35.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","KEN","FMLE","47","47.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","WPR","","KHM","FMLE","44","44.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","MDG","FMLE","23","23.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","MOZ","FMLE","30","30.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","MOZ","MLE","52","52.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","NAM","MLE","53","53.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","NGA","FMLE","24","24.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","NGA","MLE","34","34.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","RWA","FMLE","52","52.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","SLE","FMLE","29","29.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","SEAR","","TLS","MLE","20","20.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","UGA","FMLE","38","38.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","EUR","","UKR","MLE","43","43.00000","","",""
"MDG_0000000021","PUBLISHED","2007-2013","AFR","","ZMB","MLE","37","37.00000","","",""
