"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","BEVERAGETYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","TLS","SA_750_POPULAR_IMPORTED_SPIRITS","1.88","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","TGO","SA_500_POPULAR_BEER","0.73","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","VEN","SA_750_POPULAR_LOCAL_SPIRITS","11.42","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","VEN","SA_750_POPULAR_IMPORTED_SPIRITS","55.83","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ESP","SA_750_TABLE_WINE","0.57","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","LKA","SA_750_POPULAR_LOCAL_SPIRITS","9.72","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","BGR","SA_500_POPULAR_BEER","0.9","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","CAN","SA_750_POPULAR_LOCAL_SPIRITS","23.1","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_750_TABLE_WINE","10.2","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_750_POPULAR_IMPORTED_SPIRITS","15.3","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","LSO","SA_500_POPULAR_BEER","0.9","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","ZAF","SA_500_POPULAR_BEER","0.9","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","BRA","SA_750_TABLE_WINE","10.05","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","BDI","SA_750_TABLE_WINE","11.7","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ITA","SA_750_POPULAR_LOCAL_SPIRITS","15.1","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MLI","SA_750_POPULAR_IMPORTED_SPIRITS","9.5","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","BEL","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","BEL","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","CUB","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","CYP","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","FRA","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","GEO","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","DEU","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","JAM","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","JPN","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","MDV","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","MDV","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","NRU","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","NLD","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","NZL","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","QAT","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","WSM","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","TGO","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","TUN","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","AND","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","KHM","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","KHM","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","COL","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","DJI","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","ECU","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","GUY","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","GUY","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","JOR","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","JOR","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","KWT","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MRT","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MRT","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","OMN","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","PAK","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SVK","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","SLB","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","VUT","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","VUT","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","MDA","SA_750_POPULAR_IMPORTED_SPIRITS","6.14","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","MDA","SA_750_POPULAR_LOCAL_SPIRITS","6.14","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","AGO","SA_500_POPULAR_BEER","1.59","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","ARG","SA_500_POPULAR_BEER","0.76","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","ARG","SA_750_POPULAR_LOCAL_SPIRITS","10.48","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","BGD","SA_750_TABLE_WINE","14.59","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","BLR","SA_750_TABLE_WINE","2.57","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","BIH","SA_750_POPULAR_LOCAL_SPIRITS","8.44","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","BWA","SA_500_POPULAR_BEER","1.26","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","CPV","SA_750_POPULAR_LOCAL_SPIRITS","3.42","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","CAF","SA_500_POPULAR_BEER","1.02","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","CHL","SA_750_TABLE_WINE","3.49","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","CHN","SA_500_POPULAR_BEER","1.31","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","HRV","SA_500_POPULAR_BEER","0.95","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","DMA","SA_500_POPULAR_BEER","0.83","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","DMA","SA_750_POPULAR_LOCAL_SPIRITS","5.74","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","FIN","SA_750_POPULAR_LOCAL_SPIRITS","22.91","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_750_POPULAR_IMPORTED_SPIRITS","1.73","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GNB","SA_500_POPULAR_BEER","1.45","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SA_750_POPULAR_IMPORTED_SPIRITS","111.25","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","KEN","SA_500_POPULAR_BEER","1.43","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","KEN","SA_750_POPULAR_LOCAL_SPIRITS","14.26","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","LTU","SA_500_POPULAR_BEER","0.84","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","LTU","SA_750_POPULAR_LOCAL_SPIRITS","10.14","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MWI","SA_750_TABLE_WINE","7.84","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","MEX","SA_750_POPULAR_LOCAL_SPIRITS","11.21","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_500_POPULAR_BEER","0.97","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","NAM","SA_500_POPULAR_BEER","1.06","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","NPL","SA_750_TABLE_WINE","6.43","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","NPL","SA_750_POPULAR_IMPORTED_SPIRITS","29.28","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","POL","SA_750_TABLE_WINE","2.71","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","PRT","SA_750_TABLE_WINE","2.63","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","VCT","SA_500_POPULAR_BEER","2.69","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","VCT","SA_750_POPULAR_IMPORTED_SPIRITS","32.65","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SMR","SA_750_POPULAR_LOCAL_SPIRITS","7.08","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","STP","SA_500_POPULAR_BEER","0.92","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SVK","SA_500_POPULAR_BEER","0.77","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SWE","SA_750_POPULAR_LOCAL_SPIRITS","30.02","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","CHE","SA_750_TABLE_WINE","6.29","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","THA","SA_500_POPULAR_BEER","1.08","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","TTO","SA_750_POPULAR_LOCAL_SPIRITS","13.28","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","TUR","SA_750_TABLE_WINE","3.94","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","TUR","SA_750_POPULAR_IMPORTED_SPIRITS","32.61","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","VNM","SA_500_POPULAR_BEER","0.57","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","CRI","SA_750_POPULAR_LOCAL_SPIRITS","7.4","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","COD","SA_750_TABLE_WINE","2.3","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","PAN","SA_500_POPULAR_BEER","1.6","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","PAN","SA_750_POPULAR_LOCAL_SPIRITS","5","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","SUR","SA_500_POPULAR_BEER","1.3","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","CHE","SA_750_POPULAR_IMPORTED_SPIRITS","17.9","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","THA","SA_750_POPULAR_IMPORTED_SPIRITS","9.5","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","EST","SA_500_POPULAR_BEER","1.13","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_750_POPULAR_LOCAL_SPIRITS","2.32","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","HUN","SA_750_POPULAR_IMPORTED_SPIRITS","17.9","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MUS","SA_750_POPULAR_LOCAL_SPIRITS","5.11","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","MNG","SA_750_POPULAR_LOCAL_SPIRITS","0.55","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","AFG","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","AFG","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","CAF","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","COM","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","CRI","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","PRK","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","IRQ","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","IRQ","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","KAZ","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","KAZ","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","NRU","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","NRU","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","NIU","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","OMN","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","SWZ","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","TJK","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","TUN","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","USA","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","BRN","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","BFA","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","COG","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","CIV","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","DEU","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","DEU","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","HTI","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","HND","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MDG","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","MDV","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MRT","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","MCO","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","VCT","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","WSM","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","SAU","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","SOM","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","SUR","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","LUX","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ALB","SA_750_POPULAR_IMPORTED_SPIRITS","109.88","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","AND","SA_750_POPULAR_IMPORTED_SPIRITS","11.89","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","AUS","SA_750_POPULAR_LOCAL_SPIRITS","37.29","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","AZE","SA_750_TABLE_WINE","1.91","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","BLR","SA_750_POPULAR_LOCAL_SPIRITS","4.51","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","BLZ","SA_750_TABLE_WINE","3.16","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","BTN","SA_750_TABLE_WINE","13.83","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","BWA","SA_750_TABLE_WINE","5.12","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","BFA","SA_750_TABLE_WINE","1.44","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","CMR","SA_750_TABLE_WINE","1.44","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","CPV","SA_750_POPULAR_IMPORTED_SPIRITS","20.55","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","TCD","SA_750_POPULAR_IMPORTED_SPIRITS","14.39","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","COM","SA_500_POPULAR_BEER","3.49","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","COG","SA_750_POPULAR_IMPORTED_SPIRITS","10.42","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","CIV","SA_500_POPULAR_BEER","1.02","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","DMA","SA_750_POPULAR_IMPORTED_SPIRITS","9.11","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GNQ","SA_500_POPULAR_BEER","1.02","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","FIN","SA_750_POPULAR_IMPORTED_SPIRITS","29.53","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_500_POPULAR_BEER","0.86","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","GRD","SA_750_TABLE_WINE","4.79","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GIN","SA_750_TABLE_WINE","1.93","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_750_POPULAR_IMPORTED_SPIRITS","59.04","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ITA","SA_750_POPULAR_IMPORTED_SPIRITS","29.66","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","KEN","SA_750_TABLE_WINE","4.75","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","LVA","SA_750_TABLE_WINE","6.01","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","MYS","SA_750_POPULAR_IMPORTED_SPIRITS","60.96","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","MLT","SA_750_POPULAR_IMPORTED_SPIRITS","13.48","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","MNE","SA_500_POPULAR_BEER","0.69","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","MOZ","SA_500_POPULAR_BEER","1.61","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","NGA","SA_500_POPULAR_BEER","1.02","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","NOR","SA_750_TABLE_WINE","20.09","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","PER","SA_750_POPULAR_IMPORTED_SPIRITS","16.41","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","RUS","SA_750_POPULAR_LOCAL_SPIRITS","5.76","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","KNA","SA_750_TABLE_WINE","10.73","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","STP","SA_750_TABLE_WINE","2.31","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","SEN","SA_500_POPULAR_BEER","1.45","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","SYC","SA_500_POPULAR_BEER","3.19","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","SVN","SA_500_POPULAR_BEER","1.38","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","ZAF","SA_750_POPULAR_IMPORTED_SPIRITS","22.75","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","CHE","SA_500_POPULAR_BEER","1.31","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","SEAR","TLS","SA_750_TABLE_WINE","69.12","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","TTO","SA_750_TABLE_WINE","3.84","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","TUV","SA_500_POPULAR_BEER","2.46","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","URY","SA_500_POPULAR_BEER","1.25","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","VEN","SA_750_TABLE_WINE","4.45","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","POL","SA_750_POPULAR_LOCAL_SPIRITS","8.78","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","VEN","SA_500_POPULAR_BEER","0.56","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","TCD","SA_500_POPULAR_BEER","1","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","GTM","SA_750_POPULAR_LOCAL_SPIRITS","5.1","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","LBR","SA_750_POPULAR_IMPORTED_SPIRITS","3.2","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","NOR","SA_500_POPULAR_BEER","3.8","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","SYR","SA_500_POPULAR_BEER","0.7","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","DZA","SA_750_TABLE_WINE","10.13","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","CAN","SA_500_POPULAR_BEER","2.05","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_750_POPULAR_IMPORTED_SPIRITS","4.65","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","MEX","SA_500_POPULAR_BEER","1.16","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","ZWE","SA_750_POPULAR_IMPORTED_SPIRITS","15","","","",""
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","AFG","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","BRB","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","BWA","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AMR","COL","SA_500_POPULAR_BEER","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","WPR","FJI","SA_750_POPULAR_IMPORTED_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","AFR","GNB","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EUR","KAZ","SA_750_TABLE_WINE","","","","","missing data"
"SA_0000001523_ARCHIVED","PUBLISHED","2012","EMR","LBN","SA_750_POPULAR_LOCAL_SPIRITS","","","","","missing data"
