"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"wast5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201710","","2.8 [0.9-8.4]","3.00000","1.00000","8.00000",""
"wast5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201711","","0.4 [0.1-1.7]","0.00000","0.00000","2.00000",""
"wast5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","","ALBDHS201712","","0.0 [0.0-0.0]","0.00000","0.00000","0.00000",""
"wast5","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","","","DZAMICS200004","","7.1 [5.4-9.4]","7.00000","5.00000","9.00000",""
"wast5","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","","DZAMICS201207","","5.9 [4.8-7.2]","6.00000","5.00000","7.00000",""
"wast5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199606","","4.4 [2.6-7.2]","4.00000","3.00000","7.00000",""
"wast5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199607","","9.2 [6.3-13.2]","9.00000","6.00000","13.00000",""
"wast5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199608","","6.1 [1.3-23.7]","6.00000","1.00000","24.00000",""
"wast5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","","AGOMICS199609","","4.5 [2.7-7.4]","5.00000","3.00000","7.00000",""
"wast5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201504","","5.3 [3.2-8.5]","5.00000","3.00000","8.00000",""
"wast5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201505","","5.3 [3.5-8.0]","5.00000","4.00000","8.00000",""
"wast5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201506","","10.5 [7.5-14.6]","11.00000","7.00000","15.00000",""
"wast5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","","AGODHS201507","","3.6 [2.0-6.7]","4.00000","2.00000","7.00000",""
"wast5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200002","","0.7 [0.1-5.2]","1.00000","0.00000","5.00000",""
"wast5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200003","","0.0 [0.0-0.0]","0.00000","0.00000","0.00000",""
"wast5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200004","","1.4 [0.2-7.8]","1.00000","0.00000","8.00000",""
"wast5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","","ARMDHS200005","","11.5 [3.9-29.2]","11.00000","4.00000","29.00000",""
"wast5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200502","","2.1 [0.4-10.6]","2.00000","0.00000","11.00000",""
"wast5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200503","","1.9 [0.3-13.0]","2.00000","0.00000","13.00000",""
"wast5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200504","","2.9 [0.8-9.4]","3.00000","1.00000","9.00000",""
"wast5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","","ARMDHS200505","","1.2 [0.1-8.4]","1.00000","0.00000","8.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201002","","12.5 [6.5-22.8]","13.00000","6.00000","23.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201003","","4.0 [1.4-11.3]","4.00000","1.00000","11.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201004","","7.0 [2.6-17.4]","7.00000","3.00000","17.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","","ARMDHS201005","","1.4 [0.3-6.3]","1.00000","0.00000","6.00000",""
"wast5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201502","","13.7 [8.7-21.0]","14.00000","9.00000","21.00000",""
"wast5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201503","","2.2 [0.6-8.3]","2.00000","1.00000","8.00000",""
"wast5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201504","","10.6 [4.2-24.5]","11.00000","4.00000","25.00000",""
"wast5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","","ARMDHS201505","","1.1 [0.3-4.8]","1.00000","0.00000","5.00000",""
"wast5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","","AZEDHS200601","","1.4 [0.3-6.5]","1.00000","0.00000","7.00000",""
"wast5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","","AZEDHS200602","","11.5 [8.0-16.1]","11.00000","8.00000","16.00000",""
"wast5","EQ_DHS","PUBLISHED","1999","SEAR","BGD","","","","","","BGDDHS199901","","13.1 [9.5-17.9]","13.00000","10.00000","18.00000",""
"wast5","EQ_DHS","PUBLISHED","1999","SEAR","BGD","","","","","","BGDDHS199902","","12.3 [10.4-14.4]","12.00000","10.00000","14.00000",""
"wast5","EQ_DHS","PUBLISHED","1999","SEAR","BGD","","","","","","BGDDHS199903","","11.9 [9.8-14.3]","12.00000","10.00000","14.00000",""
"wast5","EQ_DHS","PUBLISHED","1999","SEAR","BGD","","","","","","BGDDHS199904","","11.0 [8.7-13.8]","11.00000","9.00000","14.00000",""
"wast5","EQ_DHS","PUBLISHED","2004","SEAR","BGD","","","","","","BGDDHS200406","","15.5 [12.5-18.9]","15.00000","13.00000","19.00000",""
"wast5","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","","","","","BGDDHS200701","","18.2 [14.5-22.7]","18.00000","14.00000","23.00000",""
"wast5","EQ_DHS","PUBLISHED","2014","SEAR","BGD","","","","","","BGDDHS201407","","12.1 [9.7-14.8]","12.00000","10.00000","15.00000",""
"wast5","EQ_MICS","PUBLISHED","2005","EUR","BLR","","","","","","BLRMICS200507","","4.0 [1.7-9.2]","4.00000","2.00000","9.00000",""
"wast5","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","","","BLRMICS201205","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","","","BLRMICS201206","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","","","BLRMICS201207","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","","","BLZMICS201106","","4.9 [2.7-8.6]","5.00000","3.00000","9.00000",""
"wast5","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","","","BLZMICS201107","","3.3 [2.0-5.4]","3.00000","2.00000","5.00000",""
"wast5","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","","","BLZMICS201503","","1.7 [0.7-4.1]","2.00000","1.00000","4.00000",""
"wast5","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","","","BLZMICS201504","","0.0 [0.0-0.0]","0.00000","0.00000","0.00000",""
"wast5","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","","","BLZMICS201505","","2.3 [0.7-6.8]","2.00000","1.00000","7.00000",""
"wast5","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","","","BLZMICS201506","","2.9 [1.3-6.0]","3.00000","1.00000","6.00000",""
"wast5","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","","","BLZMICS201507","","1.6 [0.7-3.7]","2.00000","1.00000","4.00000",""
"wast5","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","","","","BENDHS200611","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","","","","BENDHS200612","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","","BENDHS201103","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","","BENDHS201104","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","","BENDHS201105","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","","BENDHS201106","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","","","BENDHS201705","","3.6 [2.3-5.7]","4.00000","2.00000","6.00000",""
"wast5","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","","","BENDHS201706","","3.4 [2.2-5.1]","3.00000","2.00000","5.00000",""
"wast5","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","","","BENDHS201707","","6.4 [4.7-8.8]","6.00000","5.00000","9.00000",""
"wast5","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","","","BENDHS201708","","5.6 [3.6-8.5]","6.00000","4.00000","9.00000",""
"wast5","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","","","BTNMICS201012","","4.7 [2.8-7.8]","5.00000","3.00000","8.00000",""
"wast5","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","","","BTNMICS201013","","4.4 [2.7-7.2]","4.00000","3.00000","7.00000",""
"wast5","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","","","BTNMICS201014","","6.2 [3.9-9.6]","6.00000","4.00000","10.00000",""
"wast5","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","","","BTNMICS201015","","8.8 [6.0-12.8]","9.00000","6.00000","13.00000",""
"wast5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","","BOLDHS199801","","2.8 [1.7-4.5]","3.00000","2.00000","4.00000",""
"wast5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","","BOLDHS199801","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","","BOLDHS199802","","1.3 [0.8-2.1]","1.00000","1.00000","2.00000",""
"wast5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","","BOLDHS199802","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","","BOLDHS199803","","1.9 [1.1-3.2]","2.00000","1.00000","3.00000",""
"wast5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","","BOLDHS199809","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","","BOLDHS200301","","0.9 [0.4-1.9]","1.00000","0.00000","2.00000",""
"wast5","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","","BOLDHS200301","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","","BOLDHS200308","","4.7 [3.5-6.3]","5.00000","3.00000","6.00000",""
"wast5","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","","BOLDHS200309","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","","BOLDHS200309","","3.1 [1.4-6.6]","3.00000","1.00000","7.00000",""
"wast5","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","","BOLDHS200807","","1.6 [1.0-2.6]","2.00000","1.00000","3.00000",""
"wast5","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","","BOLDHS200807","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","","BOLDHS200808","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","","BOLDHS200808","","1.6 [0.8-3.1]","2.00000","1.00000","3.00000",""
"wast5","EQ_MICS","PUBLISHED","2000","EUR","BIH","","","","","","BIHMICS200001","","7.3 [6.0-8.9]","7.00000","6.00000","9.00000",""
"wast5","EQ_MICS","PUBLISHED","2000","EUR","BIH","","","","","","BIHMICS200002","","7.4 [5.5-9.9]","7.00000","6.00000","10.00000",""
"wast5","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","","BWAMICS200001","","5.3 [3.9-7.2]","5.00000","4.00000","7.00000",""
"wast5","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","","BWAMICS200014","","8.4 [5.7-12.4]","8.00000","6.00000","12.00000",""
"wast5","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","","","","BRADHS199604","","3.0 [1.8-5.0]","3.00000","2.00000","5.00000",""
"wast5","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","","","","BRADHS199605","","4.3 [1.9-9.3]","4.00000","2.00000","9.00000",""
"wast5","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","","","","BRADHS199605","","0.6 [0.1-2.3]","1.00000","0.00000","2.00000",""
"wast5","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","","","","BRADHS199606","","2.2 [1.2-4.0]","2.00000","1.00000","4.00000",""
"wast5","EQ_DHS","PUBLISHED","1992","AFR","BFA","","","","","","BFADHS199201","","11.0 [8.7-13.9]","11.00000","9.00000","14.00000",""
"wast5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","","BFADHS200301","","13.5 [10.4-17.4]","14.00000","10.00000","17.00000",""
"wast5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","","BFADHS200301","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","","BFADHS200302","","27.6 [23.4-32.3]","28.00000","23.00000","32.00000",""
"wast5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","","BFADHS200309","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","","BFADHS200309","","14.8 [10.5-20.3]","15.00000","11.00000","20.00000",""
"wast5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","","BFADHS200310","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","","BFADHS200310","","23.7 [20.1-27.6]","24.00000","20.00000","28.00000",""
"wast5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","","BFAMICS200602","","17.8 [10.3-29.0]","18.00000","10.00000","29.00000",""
"wast5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","","BFAMICS200602","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","","BFAMICS200603","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","","BFAMICS200603","","21.0 [18.0-24.2]","21.00000","18.00000","24.00000",""
"wast5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","","BFAMICS200610","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","","BFAMICS200611","","27.1 [24.9-29.5]","27.00000","25.00000","29.00000",""
"wast5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","","BFAMICS200611","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","","BFAMICS200612","","17.9 [12.6-24.8]","18.00000","13.00000","25.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201003","","16.1 [11.0-22.9]","16.00000","11.00000","23.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201004","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201004","","18.0 [13.2-24.2]","18.00000","13.00000","24.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201005","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201005","","13.5 [10.2-17.7]","14.00000","10.00000","18.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201012","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201012","","11.2 [8.5-14.7]","11.00000","9.00000","15.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201013","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","","BFADHS201013","","17.9 [14.7-21.6]","18.00000","15.00000","22.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","AFR","BDI","","","","","","BDIDHS201005","","6.5 [4.3-9.8]","7.00000","4.00000","10.00000",""
"wast5","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","","BDIDHS201601","","5.5 [3.0-9.9]","6.00000","3.00000","10.00000",""
"wast5","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","","BDIDHS201615","","4.8 [3.1-7.4]","5.00000","3.00000","7.00000",""
"wast5","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","","BDIDHS201616","","4.9 [2.7-8.6]","5.00000","3.00000","9.00000",""
"wast5","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","","BDIDHS201617","","4.9 [2.4-9.5]","5.00000","2.00000","10.00000",""
"wast5","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","","BDIDHS201618","","6.2 [3.9-9.6]","6.00000","4.00000","10.00000",""
"wast5","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","","KHMDHS200012","","18.5 [4.6-51.7]","19.00000","5.00000","52.00000",""
"wast5","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","","KHMDHS200013","","10.1 [0.4-74.2]","10.00000","0.00000","74.00000","Attention - Estimate is based on 25-49 cases."
"wast5","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","","KHMDHS200014","","24.0 [16.5-33.5]","24.00000","17.00000","34.00000",""
"wast5","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","","KHMDHS200015","","14.5 [10.8-19.3]","15.00000","11.00000","19.00000",""
"wast5","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","","KHMDHS200016","","8.0 [3.1-19.2]","8.00000","3.00000","19.00000",""
"wast5","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","","","KHMDHS200514","","14.1 [10.9-18.0]","14.00000","11.00000","18.00000",""
"wast5","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","","","KHMDHS200515","","13.6 [8.6-20.8]","14.00000","9.00000","21.00000",""
"wast5","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","","","KHMDHS200516","","15.7 [9.2-25.5]","16.00000","9.00000","26.00000",""
"wast5","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","","","KHMDHS200517","","8.1 [4.8-13.3]","8.00000","5.00000","13.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","","KHMDHS201004","","11.3 [7.0-17.8]","11.00000","7.00000","18.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","","KHMDHS201005","","10.2 [6.1-16.5]","10.00000","6.00000","16.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","","KHMDHS201006","","11.6 [8.3-16.1]","12.00000","8.00000","16.00000",""
"wast5","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","","KHMDHS201007","","8.9 [5.0-15.1]","9.00000","5.00000","15.00000",""
"wast5","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","","","KHMDHS201410","","10.4 [7.1-15.0]","10.00000","7.00000","15.00000",""
"wast5","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","","","KHMDHS201411","","9.0 [5.0-15.8]","9.00000","5.00000","16.00000",""
"wast5","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","","","KHMDHS201412","","16.4 [11.9-22.1]","16.00000","12.00000","22.00000",""
"wast5","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","","","KHMDHS201413","","8.8 [6.3-12.1]","9.00000","6.00000","12.00000",""
"wast5","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","","","CMRDHS200411","","2.7 [1.3-5.7]","3.00000","1.00000","6.00000",""
"wast5","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","","","CMRDHS200412","","3.5 [1.8-6.5]","3.00000","2.00000","6.00000",""
"wast5","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","","","CMRMICS200604","","6.7 [4.6-9.5]","7.00000","5.00000","10.00000",""
"wast5","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","","","CMRMICS200605","","14.1 [11.1-17.8]","14.00000","11.00000","18.00000",""
"wast5","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","","","CMRMICS200606","","3.5 [2.0-5.9]","3.00000","2.00000","6.00000",""
"wast5","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","","","CMRMICS200607","","15.3 [12.5-18.6]","15.00000","12.00000","19.00000",""
"wast5","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","","","CMRMICS201406","","2.8 [1.2-6.3]","3.00000","1.00000","6.00000",""
"wast5","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","","","CMRMICS201407","","10.1 [7.5-13.4]","10.00000","8.00000","13.00000",""
"wast5","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","","","CMRMICS201408","","1.5 [0.7-3.1]","1.00000","1.00000","3.00000",""
"wast5","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","","","CMRMICS201409","","0.8 [0.3-2.2]","1.00000","0.00000","2.00000",""
"wast5","EQ_DHS","PUBLISHED","2018","AFR","CMR","","","","","","CMRDHS201801","","10.0 [6.2-15.9]","10.00000","6.00000","16.00000",""
"wast5","EQ_DHS","PUBLISHED","2018","AFR","CMR","","","","","","CMRDHS201802","","2.1 [1.1-3.8]","2.00000","1.00000","4.00000",""
"wast5","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","","CAFMICS200013","","16.8 [12.3-22.5]","17.00000","12.00000","22.00000",""
"wast5","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","","CAFMICS200014","","10.1 [7.1-14.3]","10.00000","7.00000","14.00000",""
"wast5","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","","CAFMICS200015","","11.7 [8.8-15.5]","12.00000","9.00000","16.00000",""
"wast5","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","","CAFMICS200016","","7.2 [5.7-9.0]","7.00000","6.00000","9.00000",""
"wast5","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","","CAFMICS200601","","14.6 [9.5-21.7]","15.00000","10.00000","22.00000",""
"wast5","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","","CAFMICS200601","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","","CAFMICS200602","","13.9 [10.8-17.6]","14.00000","11.00000","18.00000",""
"wast5","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","","CAFMICS200608","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","","CAFMICS200609","","10.4 [8.3-12.9]","10.00000","8.00000","13.00000",""
"wast5","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","","CAFMICS200609","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","","CAFMICS200610","","14.9 [11.5-19.0]","15.00000","12.00000","19.00000",""
"wast5","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","","CAFMICS201007","","10.9 [8.2-14.5]","11.00000","8.00000","15.00000",""
"wast5","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","","CAFMICS201007","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","","CAFMICS201008","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","","CAFMICS201008","","8.4 [6.2-11.2]","8.00000","6.00000","11.00000",""
"wast5","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","","CAFMICS201009","","3.5 [2.2-5.6]","3.00000","2.00000","6.00000",""
"wast5","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","","CAFMICS201015","","5.6 [3.6-8.6]","6.00000","4.00000","9.00000",""
"wast5","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","","CAFMICS201016","","No data","","","","Not available."
"wast5","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","","CAFMICS201016","","8.2 [5.9-11.3]","8.00000","6.00000","11.00000",""
"wast5","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","","CAFMICS201017","","No data","","","","Not available."
"wast5","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","","TCDDHS199601","","45.0 [19.9-72.9]","45.00000","20.00000","73.00000",""
"wast5","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","","TCDDHS199614","","27.7 [22.8-33.1]","28.00000","23.00000","33.00000",""
"wast5","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","","TCDDHS199615","","11.1 [9.2-13.4]","11.00000","9.00000","13.00000",""
"wast5","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","","TCDDHS200401","","24.2 [20.8-27.9]","24.00000","21.00000","28.00000",""
"wast5","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","","TCDDHS200402","","26.3 [20.1-33.6]","26.00000","20.00000","34.00000",""
"wast5","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","","TCDDHS200403","","17.9 [14.0-22.6]","18.00000","14.00000","23.00000",""
"wast5","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","","TCDDHS200404","","15.6 [11.2-21.4]","16.00000","11.00000","21.00000",""
"wast5","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","","","","TCDMICS201011","","7.2 [4.9-10.4]","7.00000","5.00000","10.00000",""
