"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"MDG_0000000027","NLIS_313138","PUBLISHED","2010-2011","EUR","MKD","BTSX","10.5","10.50000","","",""
"MDG_0000000027","NLIS_313219","PUBLISHED","2013","EUR","MNE","BTSX","9.4","9.40000","","",""
"MDG_0000000027","NLIS_313219","PUBLISHED","2013","EUR","MNE","FMLE","8.4","8.40000","","",""
"MDG_0000000027","NLIS_312851","PUBLISHED","2005-2006","EUR","SRB","MLE","8.2","8.20000","","",""
"MDG_0000000027","NLIS_311998","PUBLISHED","1999","EUR","MKD","BTSX","8.0","8.00000","","",""
"MDG_0000000027","NLIS_313227","PUBLISHED","2013-2014","EUR","TUR","FMLE","8.0","8.00000","","",""
"MDG_0000000027","NLIS_311998","PUBLISHED","1999","EUR","MKD","FMLE","6.3","6.30000","","",""
"MDG_0000000027","NLIS_313241","PUBLISHED","2012","EUR","MDA","MLE","5.8","5.80000","","",""
"MDG_0000000027","NLIS_313210","PUBLISHED","2011","EUR","MKD","BTSX","4.9","4.90000","","",""
"MDG_0000000027","NLIS_312824","PUBLISHED","2005","EUR","BLR","FMLE","4.2","4.20000","","",""
"MDG_0000000027","NLIS_310277","PUBLISHED","1973-1979","EUR","GBR","BTSX","3.9","3.90000","","",""
"MDG_0000000027","NLIS_311509","PUBLISHED","1980-1988","EUR","HUN","BTSX","3.3","3.30000","","",""
"MDG_0000000027","NLIS_312764","PUBLISHED","2001-2002","EUR","CZE","MLE","3.1","3.10000","","",""
"MDG_0000000027","NLIS_311509","PUBLISHED","1980-1988","EUR","HUN","FMLE","2.4","2.40000","","",""
"MDG_0000000027","NLIS_312727","PUBLISHED","2003-2004","EUR","GRC","FMLE","1.9","1.90000","","",""
"MDG_0000000027","NLIS_310904","PUBLISHED","1980","EUR","NLD","BTSX","1.8","1.80000","","",""
"MDG_0000000027","NLIS_312756","PUBLISHED","2004","EUR","MKD","BTSX","1.2","1.20000","","",""
"MDG_0000000027","NLIS_310904","PUBLISHED","1980","EUR","NLD","FMLE","1.1","1.10000","","",""
"MDG_0000000027","NLIS_311267","PUBLISHED","1977","EMR","PAK","BTSX","70.5","70.50000","","",""
"MDG_0000000027","NLIS_312891","PUBLISHED","2003","EMR","YEM","MLE","58.5","58.50000","","",""
"MDG_0000000027","NLIS_312891","PUBLISHED","2003","EMR","YEM","BTSX","57.7","57.70000","","",""
"MDG_0000000027","NLIS_310537","PUBLISHED","1990-1991","EMR","PAK","FMLE","52.1","52.10000","","",""
"MDG_0000000027","NLIS_312369","PUBLISHED","2000","EMR","SDN","BTSX","47.6","47.60000","","",""
"MDG_0000000027","NLIS_313174","PUBLISHED","2011","EMR","YEM","MLE","47.0","47.00000","","",""
"MDG_0000000027","NLIS_313276","PUBLISHED","2013","EMR","YEM","FMLE","45.6","45.60000","","",""
"MDG_0000000027","NLIS_311931","PUBLISHED","1990-1994","EMR","PAK","BTSX","42.7","42.70000","","",""
"MDG_0000000027","NLIS_313113","PUBLISHED","2011","EMR","PAK","FMLE","42.0","42.00000","","",""
"MDG_0000000027","NLIS_313259","PUBLISHED","2014","EMR","SDN","BTSX","38.2","38.20000","","",""
"MDG_0000000027","NLIS_310272","PUBLISHED","1988","EMR","EGY","MLE","37.0","37.00000","","",""
"MDG_0000000027","NLIS_310272","PUBLISHED","1988","EMR","EGY","BTSX","36.6","36.60000","","",""
"MDG_0000000027","NLIS_310441","PUBLISHED","1987","EMR","MAR","MLE","35.1","35.10000","","",""
"MDG_0000000027","NLIS_310442","PUBLISHED","1991","EMR","EGY","FMLE","34.1","34.10000","","",""
"MDG_0000000027","NLIS_313090","PUBLISHED","2003","EMR","IRQ","BTSX","33.7","33.70000","","",""
"MDG_0000000027","NLIS_313126","PUBLISHED","2012","EMR","DJI","BTSX","33.5","33.50000","","",""
"MDG_0000000027","NLIS_311508","PUBLISHED","1993","EMR","SYR","BTSX","32.9","32.90000","","",""
"MDG_0000000027","NLIS_311408","PUBLISHED","1992-1993","EMR","EGY","BTSX","31.3","31.30000","","",""
"MDG_0000000027","NLIS_312523","PUBLISHED","1996-1997","EMR","MAR","MLE","30.9","30.90000","","",""
"MDG_0000000027","NLIS_312875","PUBLISHED","2001","EMR","SYR","FMLE","29.3","29.30000","","",""
"MDG_0000000027","NLIS_312925","PUBLISHED","2008","EMR","EGY","FMLE","28.4","28.40000","","",""
"MDG_0000000027","NLIS_312898","PUBLISHED","2002","EMR","DJI","MLE","28.3","28.30000","","",""
"MDG_0000000027","NLIS_312414","PUBLISHED","2000","EMR","IRQ","FMLE","27.6","27.60000","","",""
"MDG_0000000027","NLIS_312825","PUBLISHED","2006","EMR","IRQ","BTSX","27.5","27.50000","","",""
"MDG_0000000027","NLIS_313068","PUBLISHED","2009","EMR","SYR","FMLE","26.5","26.50000","","",""
"MDG_0000000027","NLIS_312825","PUBLISHED","2006","EMR","IRQ","FMLE","26.2","26.20000","","",""
"MDG_0000000027","NLIS_312221","PUBLISHED","2000","EMR","EGY","BTSX","24.6","24.60000","","",""
"MDG_0000000027","NLIS_313266","PUBLISHED","2014","EMR","EGY","MLE","23.6","23.60000","","",""
"MDG_0000000027","NLIS_312758","PUBLISHED","2005","EMR","EGY","FMLE","22.2","22.20000","","",""
"MDG_0000000027","NLIS_310364","PUBLISHED","1990","EMR","JOR","MLE","22.0","22.00000","","",""
"MDG_0000000027","NLIS_311560","PUBLISHED","1994-1995","EMR","OMN","BTSX","21.4","21.40000","","",""
"MDG_0000000027","NLIS_312613","PUBLISHED","1994","EMR","SAU","BTSX","21.4","21.40000","","",""
"MDG_0000000027","NLIS_312627","PUBLISHED","2003","EMR","EGY","BTSX","20.3","20.30000","","",""
"MDG_0000000027","NLIS_310702","PUBLISHED","1988","EMR","TUN","BTSX","20.3","20.30000","","",""
"MDG_0000000027","NLIS_310702","PUBLISHED","1988","EMR","TUN","FMLE","19.7","19.70000","","",""
"MDG_0000000027","NLIS_312627","PUBLISHED","2003","EMR","EGY","FMLE","18.0","18.00000","","",""
"MDG_0000000027","NLIS_311660","PUBLISHED","1996","EMR","LBN","FMLE","17.1","17.10000","","",""
"MDG_0000000027","NLIS_312913","PUBLISHED","2004","EMR","LBN","FMLE","17.0","17.00000","","",""
"MDG_0000000027","NLIS_312375","PUBLISHED","1999","EMR","OMN","BTSX","12.9","12.90000","","",""
"MDG_0000000027","NLIS_312522","PUBLISHED","2002","EMR","JOR","MLE","11.9","11.90000","","",""
"MDG_0000000027","NLIS_312375","PUBLISHED","1999","EMR","OMN","FMLE","11.5","11.50000","","",""
"MDG_0000000027","NLIS_312924","PUBLISHED","2006","EMR","TUN","BTSX","9.0","9.00000","","",""
"MDG_0000000027","NLIS_313208","PUBLISHED","2011-2012","EMR","TUN","FMLE","8.8","8.80000","","",""
