"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"SDGPM25","PUBLISHED","2016","GLOBAL","1","","TOTL","38","38.49307","","",""
"SDGPM25","PUBLISHED","2016","","53","","TOTL","7","6.95064","","",""
"SDGPM25","PUBLISHED","2016","","135","","TOTL","22","22.15817","","",""
"SDGPM25","PUBLISHED","2016","","143","","TOTL","22","22.41487","","",""
"SDGPM25","PUBLISHED","2016","","62","","TOTL","60","60.44708","","",""
"SDGPM25","PUBLISHED","2016","","514","","TOTL","11","11.45667","","",""
"SDGPM25","PUBLISHED","2016","","515","","TOTL","44","44.04279","","",""
"SDGPM25","PUBLISHED","2016","","30","","TOTL","45","45.09899","","",""
"SDGPM25","PUBLISHED","2016","","753","","TOTL","38","38.30267","","",""
"SDGPM25","PUBLISHED","2016","","518","","TOTL","48","47.98321","","",""
"SDGPM25","PUBLISHED","2016","","150","","TOTL","14","13.54623","","",""
"SDGPM25","PUBLISHED","2016","","419","","TOTL","16","15.79690","","",""
"SDGPM25","PUBLISHED","2016","","15","","TOTL","55","55.44453","","",""
"SDGPM25","PUBLISHED","2016","","746","","TOTL","57","57.01814","","",""
"SDGPM25","PUBLISHED","2016","","21","","TOTL","7","7.30244","","",""
"SDGPM25","PUBLISHED","2016","","513","","TOTL","12","11.51065","","",""
"SDGPM25","PUBLISHED","2016","","9","","TOTL","8","7.97570","","",""
"SDGPM25","PUBLISHED","2016","","543","","TOTL","11","10.78835","","",""
"SDGPM25","PUBLISHED","2016","","35","","TOTL","21","21.16454","","",""
"SDGPM25","PUBLISHED","2016","","34","","TOTL","62","61.88467","","",""
"SDGPM25","PUBLISHED","2016","","202","","TOTL","36","36.05705","","",""
"SDGPM25","PUBLISHED","2016","","738","","TOTL","37","36.51104","","",""
"SDGPM25","PUBLISHED","2016","","485","","TOTL","50","49.81080","","",""
"SDGPM25","PUBLISHED","2016","","145","","TOTL","47","46.85310","","",""
"SDGPM25","PUBLISHED","2016","","747","","TOTL","51","50.89035","","",""
"SDGPM25","PUBLISHED","2016","EMR","","AFG","RUR","48.7 [36.5-74.6]","48.71392","36.47919","74.62679",""
"SDGPM25","PUBLISHED","2016","AFR","","AGO","RUR","27.7 [16.3-53.8]","27.74770","16.31774","53.76492",""
"SDGPM25","PUBLISHED","2016","EUR","","ALB","RUR","16.9 [15.3-19.4]","16.88028","15.31547","19.40864",""
"SDGPM25","PUBLISHED","2016","EUR","","AND","RUR","9.1 [7.6-10.9]","9.07593","7.56873","10.90937",""
"SDGPM25","PUBLISHED","2016","EMR","","ARE","RUR","40.2 [29.9-57.1]","40.21803","29.91524","57.06538",""
"SDGPM25","PUBLISHED","2016","AMR","","ARG","RUR","12.3 [9.4-21.6]","12.26857","9.39806","21.58367",""
"SDGPM25","PUBLISHED","2016","EUR","","ARM","RUR","23.7 [16.4-33.0]","23.71152","16.44502","33.00434",""
"SDGPM25","PUBLISHED","2016","AMR","","ATG","RUR","14.9 [8.2-28.1]","14.90251","8.17409","28.09048",""
"SDGPM25","PUBLISHED","2016","WPR","","AUS","RUR","6.1 [6.0-7.8]","6.07386","5.97538","7.77948",""
"SDGPM25","PUBLISHED","2016","EUR","","AUT","RUR","10.9 [10.6-11.4]","10.91353","10.63305","11.41680",""
"SDGPM25","PUBLISHED","2016","EUR","","AZE","RUR","17.8 [10.9-32.3]","17.82365","10.92528","32.33225",""
"SDGPM25","PUBLISHED","2016","AFR","","BDI","RUR","35.2 [15.4-90.9]","35.18127","15.43414","90.89813",""
"SDGPM25","PUBLISHED","2016","EUR","","BEL","RUR","9.4 [9.1-10.3]","9.36637","9.09036","10.28632",""
"SDGPM25","PUBLISHED","2016","AFR","","BEN","RUR","41.3 [22.4-104.6]","41.31797","22.37648","104.55564",""
"SDGPM25","PUBLISHED","2016","AFR","","BFA","RUR","37.2 [21.5-99.8]","37.18884","21.52922","99.81787",""
"SDGPM25","PUBLISHED","2016","SEAR","","BGD","RUR","52.9 [44.9-64.8]","52.88170","44.90256","64.79414",""
"SDGPM25","PUBLISHED","2016","EUR","","BGR","RUR","17.7 [16.5-19.1]","17.68358","16.52190","19.07344",""
"SDGPM25","PUBLISHED","2016","EMR","","BHR","RUR","70.7 [49.6-98.4]","70.69698","49.55529","98.38403",""
"SDGPM25","PUBLISHED","2016","AMR","","BHS","RUR","15.6 [7.8-31.9]","15.59864","7.82953","31.89023",""
"SDGPM25","PUBLISHED","2016","EUR","","BIH","RUR","24.3 [21.5-27.6]","24.27185","21.54168","27.61211",""
"SDGPM25","PUBLISHED","2016","EUR","","BLR","RUR","16.4 [14.0-20.0]","16.37180","13.99113","20.02458",""
"SDGPM25","PUBLISHED","2016","AMR","","BLZ","RUR","21.2 [9.5-47.2]","21.24759","9.48959","47.21054",""
"SDGPM25","PUBLISHED","2016","AMR","","BOL","RUR","18.4 [12.8-30.6]","18.36524","12.81166","30.63563",""
"SDGPM25","PUBLISHED","2016","AMR","","BRA","RUR","9.5 [8.3-15.2]","9.50041","8.30466","15.22838",""
"SDGPM25","PUBLISHED","2016","AMR","","BRB","RUR","20.3 [11.8-37.4]","20.28109","11.82309","37.42445",""
"SDGPM25","PUBLISHED","2016","WPR","","BRN","RUR","5.8 [4.7-7.2]","5.76523","4.69990","7.19751",""
"SDGPM25","PUBLISHED","2016","SEAR","","BTN","RUR","35.3 [31.2-44.2]","35.29036","31.15146","44.21757",""
"SDGPM25","PUBLISHED","2016","AFR","","BWA","RUR","21.3 [13.3-36.1]","21.32917","13.26106","36.09986",""
"SDGPM25","PUBLISHED","2016","AFR","","CAF","RUR","49.0 [26.3-120.9]","48.95204","26.25913","120.89586",""
"SDGPM25","PUBLISHED","2016","AMR","","CAN","RUR","5.3 [5.2-5.7]","5.31054","5.18738","5.73294",""
"SDGPM25","PUBLISHED","2016","EUR","","CHE","RUR","8.6 [8.2-9.1]","8.56884","8.15069","9.07248",""
"SDGPM25","PUBLISHED","2016","AMR","","CHL","RUR","17.8 [16.6-19.8]","17.78863","16.55067","19.80012",""
"SDGPM25","PUBLISHED","2016","WPR","","CHN","RUR","35.7 [36.5-40.4]","35.74060","36.54460","40.41941",""
"SDGPM25","PUBLISHED","2016","AFR","","CIV","RUR","23.5 [14.7-50.4]","23.50465","14.74845","50.44232",""
"SDGPM25","PUBLISHED","2016","AFR","","CMR","RUR","65.1 [40.3-114.8]","65.08162","40.27671","114.80317",""
"SDGPM25","PUBLISHED","2016","AFR","","COD","RUR","37.8 [22.9-72.0]","37.76242","22.85076","72.01881",""
"SDGPM25","PUBLISHED","2016","AFR","","COG","RUR","41.4 [20.1-95.1]","41.44524","20.05843","95.05205",""
"SDGPM25","PUBLISHED","2016","WPR","","COK","RUR","12.0 [6.7-19.2]","12.02736","6.69435","19.19426",""
"SDGPM25","PUBLISHED","2016","AMR","","COL","RUR","13.4 [10.2-22.0]","13.41970","10.22031","21.99020",""
"SDGPM25","PUBLISHED","2016","AFR","","COM","RUR","18.4 [8.9-38.4]","18.39107","8.91534","38.35524",""
"SDGPM25","PUBLISHED","2016","AFR","","CPV","RUR","33.6 [16.7-62.7]","33.56501","16.67649","62.67699",""
"SDGPM25","PUBLISHED","2016","AMR","","CRI","RUR","12.6 [10.6-15.9]","12.64360","10.57462","15.89914",""
"SDGPM25","PUBLISHED","2016","AMR","","CUB","RUR","15.8 [10.1-27.7]","15.80539","10.10206","27.67957",""
"SDGPM25","PUBLISHED","2016","EUR","","CYP","RUR","15.9 [13.4-19.3]","15.86747","13.41483","19.33676",""
"SDGPM25","PUBLISHED","2016","EUR","","CZE","RUR","13.6 [13.3-14.5]","13.62180","13.33678","14.51568",""
"SDGPM25","PUBLISHED","2016","EUR","","DEU","RUR","10.5 [10.3-10.9]","10.52820","10.32200","10.91284",""
"SDGPM25","PUBLISHED","2016","EMR","","DJI","RUR","40.1 [17.1-109.0]","40.05095","17.14985","109.01424",""
"SDGPM25","PUBLISHED","2016","AMR","","DMA","RUR","16.9 [9.9-32.0]","16.89035","9.90038","32.03358",""
"SDGPM25","PUBLISHED","2016","EUR","","DNK","RUR","9.5 [8.3-11.1]","9.54012","8.34584","11.10248",""
"SDGPM25","PUBLISHED","2016","AMR","","DOM","RUR","11.3 [5.8-22.1]","11.32121","5.76527","22.05511",""
"SDGPM25","PUBLISHED","2016","AFR","","DZA","RUR","37.6 [21.1-79.9]","37.64631","21.13624","79.91695",""
"SDGPM25","PUBLISHED","2016","AMR","","ECU","RUR","14.1 [10.9-19.1]","14.05613","10.92491","19.11527",""
"SDGPM25","PUBLISHED","2016","EMR","","EGY","RUR","69.4 [49.3-122.2]","69.39817","49.34059","122.23489",""
"SDGPM25","PUBLISHED","2016","AFR","","ERI","RUR","42.9 [19.3-100.8]","42.93715","19.32528","100.75661",""
"SDGPM25","PUBLISHED","2016","EUR","","ESP","RUR","8.3 [8.3-8.9]","8.31989","8.33438","8.90755",""
"SDGPM25","PUBLISHED","2016","EUR","","EST","RUR","6.2 [5.4-7.4]","6.22324","5.42395","7.37986",""
"SDGPM25","PUBLISHED","2016","AFR","","ETH","RUR","34.9 [23.2-59.0]","34.90687","23.21730","58.99575",""
"SDGPM25","PUBLISHED","2016","EUR","","FIN","RUR","5.5 [5.0-5.9]","5.50081","5.03695","5.88467",""
"SDGPM25","PUBLISHED","2016","WPR","","FJI","RUR","9.7 [4.7-19.4]","9.73845","4.65104","19.42662",""
"SDGPM25","PUBLISHED","2016","EUR","","FRA","RUR","9.9 [9.7-10.3]","9.93652","9.74067","10.31808",""
"SDGPM25","PUBLISHED","2016","WPR","","FSM","RUR","10.1 [4.6-23.9]","10.07216","4.60144","23.94793",""
"SDGPM25","PUBLISHED","2016","AFR","","GAB","RUR","38.8 [20.4-91.3]","38.83463","20.40343","91.31838",""
"SDGPM25","PUBLISHED","2016","EUR","","GBR","RUR","8.4 [8.0-8.9]","8.43993","7.95140","8.93917",""
"SDGPM25","PUBLISHED","2016","EUR","","GEO","RUR","17.9 [13.3-25.3]","17.85886","13.29778","25.30659",""
"SDGPM25","PUBLISHED","2016","AFR","","GHA","RUR","34.0 [20.1-78.0]","34.00917","20.09633","77.95033",""
"SDGPM25","PUBLISHED","2016","AFR","","GIN","RUR","22.6 [13.0-50.2]","22.64895","13.00841","50.21857",""
"SDGPM25","PUBLISHED","2016","AFR","","GMB","RUR","31.7 [16.1-73.5]","31.70689","16.07591","73.54444",""
"SDGPM25","PUBLISHED","2016","AFR","","GNB","RUR","27.6 [14.4-65.6]","27.59204","14.42530","65.55035",""
"SDGPM25","PUBLISHED","2016","AFR","","GNQ","RUR","45.5 [21.8-106.7]","45.53668","21.81924","106.67291",""
"SDGPM25","PUBLISHED","2016","EUR","","GRC","RUR","13.5 [12.1-17.5]","13.46333","12.05476","17.48884",""
"SDGPM25","PUBLISHED","2016","AMR","","GRD","RUR","20.4 [10.3-41.3]","20.44016","10.32438","41.29742",""
"SDGPM25","PUBLISHED","2016","AMR","","GTM","RUR","21.0 [14.6-30.4]","20.95522","14.60898","30.40952",""
"SDGPM25","PUBLISHED","2016","AMR","","GUY","RUR","17.4 [8.2-37.4]","17.42400","8.24369","37.43714",""
"SDGPM25","PUBLISHED","2016","AMR","","HND","RUR","18.9 [14.3-26.0]","18.91576","14.25383","25.95665",""
"SDGPM25","PUBLISHED","2016","EUR","","HRV","RUR","15.8 [15.0-18.1]","15.79871","14.95555","18.14229",""
"SDGPM25","PUBLISHED","2016","AMR","","HTI","RUR","13.3 [6.8-26.9]","13.30330","6.84017","26.91823",""
"SDGPM25","PUBLISHED","2016","EUR","","HUN","RUR","14.4 [13.4-15.8]","14.37733","13.44091","15.79778",""
"SDGPM25","PUBLISHED","2016","SEAR","","IDN","RUR","13.2 [10.6-18.9]","13.17284","10.61629","18.91446",""
"SDGPM25","PUBLISHED","2016","SEAR","","IND","RUR","55.9 [65.9-80.4]","55.91321","65.94235","80.43394",""
"SDGPM25","PUBLISHED","2016","EUR","","IRL","RUR","7.6 [6.9-8.5]","7.60845","6.88200","8.53128",""
"SDGPM25","PUBLISHED","2016","EMR","","IRN","RUR","35.6 [33.0-46.6]","35.62258","33.00101","46.58461",""
"SDGPM25","PUBLISHED","2016","EMR","","IRQ","RUR","54.8 [38.9-87.2]","54.77514","38.90417","87.16141",""
"SDGPM25","PUBLISHED","2016","EUR","","ISL","RUR","6.0 [5.9-8.1]","5.97632","5.90672","8.10622",""
"SDGPM25","PUBLISHED","2016","EUR","","ISR","RUR","21.1 [16.8-26.7]","21.11177","16.83770","26.70220",""
"SDGPM25","PUBLISHED","2016","EUR","","ITA","RUR","11.1 [11.7-12.3]","11.09459","11.66054","12.31640",""
"SDGPM25","PUBLISHED","2016","AMR","","JAM","RUR","12.5 [9.7-16.2]","12.50156","9.68955","16.20977",""
"SDGPM25","PUBLISHED","2016","EMR","","JOR","RUR","38.0 [27.9-64.2]","37.98406","27.89338","64.24665",""
"SDGPM25","PUBLISHED","2016","WPR","","JPN","RUR","9.3 [8.4-10.6]","9.33958","8.42511","10.63871",""
"SDGPM25","PUBLISHED","2016","EUR","","KAZ","RUR","10.4 [7.0-19.9]","10.37462","7.03241","19.85660",""
"SDGPM25","PUBLISHED","2016","AFR","","KEN","RUR","26.1 [18.0-42.2]","26.10242","17.95549","42.18908",""
"SDGPM25","PUBLISHED","2016","EUR","","KGZ","RUR","18.7 [13.0-34.7]","18.68274","12.96829","34.74613",""
"SDGPM25","PUBLISHED","2016","WPR","","KHM","RUR","21.5 [13.7-33.9]","21.48658","13.69765","33.91493",""
"SDGPM25","PUBLISHED","2016","WPR","","KIR","RUR","10.4 [4.7-23.5]","10.36611","4.67445","23.46747",""
"SDGPM25","PUBLISHED","2016","AMR","","KNA","RUR","12.3 [8.1-19.3]","12.25911","8.14813","19.28750",""
"SDGPM25","PUBLISHED","2016","WPR","","KOR","RUR","23.7 [21.8-25.8]","23.65368","21.80122","25.84538",""
"SDGPM25","PUBLISHED","2016","EMR","","KWT","RUR","52.5 [41.0-71.1]","52.52302","40.96215","71.14497",""
"SDGPM25","PUBLISHED","2016","WPR","","LAO","RUR","23.7 [18.4-33.0]","23.70739","18.37672","32.96077",""
"SDGPM25","PUBLISHED","2016","EMR","","LBN","RUR","29.7 [21.2-41.6]","29.74128","21.23465","41.64841",""
"SDGPM25","PUBLISHED","2016","AFR","","LBR","RUR","17.4 [11.3-28.6]","17.37750","11.28812","28.59120",""
"SDGPM25","PUBLISHED","2016","EMR","","LBY","RUR","44.9 [28.2-100.0]","44.94978","28.21954","100.04360",""
"SDGPM25","PUBLISHED","2016","AMR","","LCA","RUR","19.0 [10.6-34.7]","19.03423","10.56692","34.74314",""
"SDGPM25","PUBLISHED","2016","SEAR","","LKA","RUR","17.3 [9.9-24.8]","17.27899","9.87902","24.81476",""
"SDGPM25","PUBLISHED","2016","AFR","","LSO","RUR","27.3 [17.1-43.1]","27.30477","17.09697","43.09011",""
"SDGPM25","PUBLISHED","2016","EUR","","LTU","RUR","10.9 [9.8-12.2]","10.86167","9.83609","12.22445",""
"SDGPM25","PUBLISHED","2016","EUR","","LUX","RUR","8.8 [7.9-10.0]","8.78350","7.88372","10.04985",""
"SDGPM25","PUBLISHED","2016","EUR","","LVA","RUR","10.8 [9.3-13.0]","10.76118","9.31778","12.98865",""
"SDGPM25","PUBLISHED","2016","EMR","","MAR","RUR","30.4 [21.8-48.7]","30.42118","21.83444","48.72692",""
"SDGPM25","PUBLISHED","2016","EUR","","MDA","RUR","15.2 [11.1-21.0]","15.19706","11.11385","21.03613",""
"SDGPM25","PUBLISHED","2016","AFR","","MDG","RUR","20.7 [12.9-36.1]","20.68641","12.93247","36.08101",""
"SDGPM25","PUBLISHED","2016","SEAR","","MDV","RUR","7.6 [5.8-10.4]","7.58524","5.79196","10.36473",""
"SDGPM25","PUBLISHED","2016","AMR","","MEX","RUR","14.4 [11.4-20.8]","14.37776","11.43141","20.78313",""
"SDGPM25","PUBLISHED","2016","WPR","","MHL","RUR","9.4 [4.5-21.8]","9.42780","4.51824","21.77711",""
"SDGPM25","PUBLISHED","2016","EUR","","MKD","RUR","24.6 [22.9-28.5]","24.60942","22.94674","28.50323",""
"SDGPM25","PUBLISHED","2016","AFR","","MLI","RUR","32.7 [19.0-84.9]","32.67473","19.03399","84.86681",""
"SDGPM25","PUBLISHED","2016","EUR","","MLT","RUR","10.1 [9.0-11.2]","10.06386","9.02197","11.22975",""
"SDGPM25","PUBLISHED","2016","SEAR","","MMR","RUR","34.8 [31.8-40.1]","34.77050","31.76998","40.10814",""
"SDGPM25","PUBLISHED","2016","EUR","","MNE","RUR","20.6 [18.5-24.1]","20.57358","18.51898","24.07641",""
"SDGPM25","PUBLISHED","2016","WPR","","MNG","RUR","36.9 [26.5-47.3]","36.87389","26.47493","47.26295",""
"SDGPM25","PUBLISHED","2016","AFR","","MOZ","RUR","20.1 [12.5-34.1]","20.08742","12.53812","34.06842",""
"SDGPM25","PUBLISHED","2016","AFR","","MRT","RUR","40.0 [18.1-101.7]","40.02633","18.13361","101.71124",""
"SDGPM25","PUBLISHED","2016","AFR","","MUS","RUR","14.9 [8.3-29.5]","14.90012","8.29023","29.50094",""
"SDGPM25","PUBLISHED","2016","AFR","","MWI","RUR","23.3 [11.8-43.5]","23.33662","11.76655","43.46858",""
"SDGPM25","PUBLISHED","2016","WPR","","MYS","RUR","11.6 [9.8-15.1]","11.58106","9.79699","15.09355",""
"SDGPM25","PUBLISHED","2016","AFR","","NAM","RUR","24.0 [12.5-49.6]","24.01069","12.52065","49.60366",""
"SDGPM25","PUBLISHED","2016","AFR","","NER","RUR","69.7 [35.5-237.2]","69.66047","35.48494","237.19858",""
"SDGPM25","PUBLISHED","2016","AFR","","NGA","RUR","56.5 [43.0-140.8]","56.51494","43.00403","140.78099",""
"SDGPM25","PUBLISHED","2016","AMR","","NIC","RUR","14.6 [9.4-22.8]","14.60387","9.42838","22.79066",""
"SDGPM25","PUBLISHED","2016","WPR","","NIU","RUR","11.5 [7.4-17.7]","11.46654","7.36037","17.66222",""
"SDGPM25","PUBLISHED","2016","EUR","","NLD","RUR","11.0 [10.1-11.9]","10.95415","10.10346","11.86813",""
"SDGPM25","PUBLISHED","2016","EUR","","NOR","RUR","6.4 [6.0-7.0]","6.39226","5.95220","6.97911",""
"SDGPM25","PUBLISHED","2016","SEAR","","NPL","RUR","68.3 [51.1-106.2]","68.27956","51.14003","106.15137",""
"SDGPM25","PUBLISHED","2016","WPR","","NRU","RUR","10.0 [6.6-14.0]","10.00256","6.58720","14.01241",""
"SDGPM25","PUBLISHED","2016","WPR","","NZL","RUR","5.2 [4.9-6.0]","5.18216","4.93844","5.97691",""
"SDGPM25","PUBLISHED","2016","EMR","","OMN","RUR","40.0 [28.4-68.0]","40.00885","28.40482","67.97340",""
"SDGPM25","PUBLISHED","2016","EMR","","PAK","RUR","52.0 [41.8-77.9]","51.98661","41.78511","77.91616",""
"SDGPM25","PUBLISHED","2016","AMR","","PAN","RUR","9.4 [7.1-14.2]","9.41683","7.05069","14.18052",""
"SDGPM25","PUBLISHED","2016","AMR","","PER","RUR","18.4 [13.3-29.5]","18.35252","13.29888","29.46271",""
"SDGPM25","PUBLISHED","2016","WPR","","PHL","RUR","14.0 [11.4-17.9]","13.98044","11.40237","17.90822",""
"SDGPM25","PUBLISHED","2016","WPR","","PLW","RUR","12.0 [7.1-19.5]","12.01896","7.07627","19.53776",""
"SDGPM25","PUBLISHED","2016","WPR","","PNG","RUR","10.8 [4.4-29.1]","10.77716","4.35931","29.14434",""
"SDGPM25","PUBLISHED","2016","EUR","","POL","RUR","18.0 [17.5-18.8]","17.98817","17.50879","18.83838",""
"SDGPM25","PUBLISHED","2016","SEAR","","PRK","RUR","29.0 [23.3-39.7]","28.99027","23.27230","39.67643",""
"SDGPM25","PUBLISHED","2016","EUR","","PRT","RUR","7.1 [6.5-7.4]","7.05627","6.51234","7.38866",""
"SDGPM25","PUBLISHED","2016","AMR","","PRY","RUR","10.2 [6.8-17.1]","10.20582","6.75645","17.13183",""
"SDGPM25","PUBLISHED","2016","EMR","","QAT","RUR","81.3 [56.3-112.1]","81.32172","56.25394","112.08491",""
"SDGPM25","PUBLISHED","2016","EUR","","ROU","RUR","12.7 [12.3-13.7]","12.74741","12.25656","13.70048",""
"SDGPM25","PUBLISHED","2016","EUR","","RUS","RUR","12.2 [9.7-23.4]","12.24537","9.69800","23.36368",""
"SDGPM25","PUBLISHED","2016","AFR","","RWA","RUR","44.0 [18.8-103.0]","43.95844","18.81799","102.95235",""
"SDGPM25","PUBLISHED","2016","EMR","","SAU","RUR","75.1 [57.0-124.7]","75.14911","57.00515","124.73055",""
"SDGPM25","PUBLISHED","2016","EMR","","SDN","RUR","48.3 [26.0-107.5]","48.26870","25.98927","107.53722",""
"SDGPM25","PUBLISHED","2016","AFR","","SEN","RUR","35.2 [20.1-73.5]","35.19104","20.09140","73.47968",""
"SDGPM25","PUBLISHED","2016","WPR","","SGP","RUR","12.7 [8.8-18.4]","12.69941","8.78918","18.35791",""
"SDGPM25","PUBLISHED","2016","WPR","","SLB","RUR","10.6 [4.6-27.3]","10.56171","4.60615","27.29654",""
"SDGPM25","PUBLISHED","2016","AFR","","SLE","RUR","20.7 [10.3-45.3]","20.72734","10.28647","45.26982",""
"SDGPM25","PUBLISHED","2016","AMR","","SLV","RUR","20.7 [14.1-31.0]","20.67797","14.09506","31.03139",""
"SDGPM25","PUBLISHED","2016","EMR","","SOM","RUR","29.9 [18.5-57.7]","29.89416","18.54663","57.71424",""
"SDGPM25","PUBLISHED","2016","EUR","","SRB","RUR","23.0 [20.6-26.6]","22.99631","20.55332","26.61505",""
"SDGPM25","PUBLISHED","2016","AFR","","SSD","RUR","41.1 [21.7-88.4]","41.14559","21.70376","88.40057",""
"SDGPM25","PUBLISHED","2016","AFR","","STP","RUR","26.3 [14.6-53.1]","26.34548","14.61700","53.13582",""
"SDGPM25","PUBLISHED","2016","AMR","","SUR","RUR","19.4 [9.1-39.1]","19.35523","9.07117","39.07889",""
"SDGPM25","PUBLISHED","2016","EUR","","SVK","RUR","16.4 [15.6-17.8]","16.35904","15.61675","17.76950",""
"SDGPM25","PUBLISHED","2016","EUR","","SVN","RUR","14.7 [13.4-16.1]","14.70285","13.41194","16.08420",""
"SDGPM25","PUBLISHED","2016","EUR","","SWE","RUR","5.4 [5.1-5.9]","5.40900","5.07814","5.92309",""
"SDGPM25","PUBLISHED","2016","AFR","","SWZ","RUR","16.4 [10.4-25.4]","16.35595","10.39986","25.41933",""
"SDGPM25","PUBLISHED","2016","AFR","","SYC","RUR","19.0 [10.1-38.2]","19.04524","10.13717","38.22471",""
"SDGPM25","PUBLISHED","2016","EMR","","SYR","RUR","49.2 [33.2-79.9]","49.15630","33.23050","79.92417",""
"SDGPM25","PUBLISHED","2016","AFR","","TCD","RUR","53.6 [23.6-134.7]","53.64092","23.60101","134.72218",""
"SDGPM25","PUBLISHED","2016","AFR","","TGO","RUR","35.1 [20.4-82.8]","35.10569","20.44331","82.75301",""
"SDGPM25","PUBLISHED","2016","SEAR","","THA","RUR","25.2 [21.0-30.4]","25.19098","21.01382","30.44291",""
"SDGPM25","PUBLISHED","2016","EUR","","TJK","RUR","37.8 [18.7-77.8]","37.78330","18.67908","77.75048",""
"SDGPM25","PUBLISHED","2016","EUR","","TKM","RUR","18.0 [11.0-37.5]","17.98545","10.96957","37.53291",""
"SDGPM25","PUBLISHED","2016","SEAR","","TLS","RUR","17.2 [8.1-40.4]","17.19217","8.10954","40.39986",""
"SDGPM25","PUBLISHED","2016","WPR","","TON","RUR","9.9 [5.2-20.9]","9.94269","5.24563","20.90720",""
"SDGPM25","PUBLISHED","2016","AMR","","TTO","RUR","20.9 [10.2-45.3]","20.92171","10.18367","45.33729",""
"SDGPM25","PUBLISHED","2016","EMR","","TUN","RUR","35.5 [25.2-65.8]","35.52677","25.19170","65.84218",""
"SDGPM25","PUBLISHED","2016","EUR","","TUR","RUR","43.2 [36.9-52.8]","43.16836","36.88651","52.81271",""
"SDGPM25","PUBLISHED","2016","WPR","","TUV","RUR","11.4 [7.3-16.6]","11.42167","7.26293","16.55893",""
"SDGPM25","PUBLISHED","2016","AFR","","TZA","RUR","26.4 [17.6-49.1]","26.44680","17.63858","49.13659",""
"SDGPM25","PUBLISHED","2016","AFR","","UGA","RUR","47.1 [26.4-87.0]","47.09547","26.43119","87.04562",""
"SDGPM25","PUBLISHED","2016","EUR","","UKR","RUR","16.7 [11.2-27.9]","16.67983","11.24993","27.94839",""
"SDGPM25","PUBLISHED","2016","AMR","","URY","RUR","8.0 [5.8-11.8]","7.96788","5.80491","11.82322",""
"SDGPM25","PUBLISHED","2016","AMR","","USA","RUR","6.7 [6.4-6.7]","6.70030","6.43325","6.73430",""
"SDGPM25","PUBLISHED","2016","EUR","","UZB","RUR","22.3 [11.9-44.3]","22.34572","11.90805","44.29791",""
"SDGPM25","PUBLISHED","2016","AMR","","VCT","RUR","19.7 [10.5-39.2]","19.68959","10.47501","39.23727",""
"SDGPM25","PUBLISHED","2016","AMR","","VEN","RUR","14.6 [10.1-23.9]","14.57162","10.07561","23.86089",""
"SDGPM25","PUBLISHED","2016","WPR","","VNM","RUR","26.6 [22.2-34.6]","26.56485","22.17141","34.60869",""
"SDGPM25","PUBLISHED","2016","WPR","","VUT","RUR","10.1 [4.3-25.5]","10.11996","4.27511","25.46286",""
"SDGPM25","PUBLISHED","2016","WPR","","WSM","RUR","10.2 [4.1-24.4]","10.21753","4.08912","24.43237",""
"SDGPM25","PUBLISHED","2016","EMR","","YEM","RUR","46.5 [21.9-113.7]","46.46844","21.89150","113.68893",""
"SDGPM25","PUBLISHED","2016","AFR","","ZAF","RUR","20.9 [14.5-31.1]","20.88780","14.51929","31.11265",""
"SDGPM25","PUBLISHED","2016","AFR","","ZMB","RUR","25.2 [14.1-45.9]","25.20407","14.07901","45.93370",""
"SDGPM25","PUBLISHED","2016","AFR","","ZWE","RUR","19.5 [10.4-35.4]","19.51846","10.39370","35.44147",""
"SDGPM25","PUBLISHED","2016","EMR","","AFG","TOTL","53.2 [40.1-75.8]","53.17070","40.08277","75.76025",""
"SDGPM25","PUBLISHED","2016","EMR","","AFG","URB","59.9 [45.6-80.0]","59.85480","45.64118","79.99117",""
"SDGPM25","PUBLISHED","2016","AFR","","AGO","TOTL","27.9 [16.0-53.8]","27.94966","16.00966","53.83239",""
"SDGPM25","PUBLISHED","2016","AFR","","AGO","URB","28.4 [15.5-60.1]","28.40561","15.49261","60.10487",""
"SDGPM25","PUBLISHED","2016","EUR","","ALB","TOTL","17.9 [16.3-20.6]","17.86983","16.29780","20.59507",""
"SDGPM25","PUBLISHED","2016","EUR","","ALB","URB","18.2 [16.5-21.0]","18.17207","16.50995","20.95129",""
"SDGPM25","PUBLISHED","2016","EUR","","AND","TOTL","9.9 [9.8-12.6]","9.94918","9.84010","12.60345",""
"SDGPM25","PUBLISHED","2016","EUR","","AND","URB","11.5 [10.5-13.2]","11.51707","10.54208","13.20536",""
"SDGPM25","PUBLISHED","2016","EMR","","ARE","TOTL","39.4 [28.6-58.1]","39.44241","28.58554","58.11952",""
"SDGPM25","PUBLISHED","2016","EMR","","ARE","URB","37.2 [22.2-62.2]","37.23443","22.15330","62.19121",""
"SDGPM25","PUBLISHED","2016","AMR","","ARG","TOTL","11.8 [9.8-19.0]","11.83046","9.82248","18.98994",""
"SDGPM25","PUBLISHED","2016","AMR","","ARG","URB","11.7 [9.9-17.4]","11.67629","9.93144","17.38342",""
"SDGPM25","PUBLISHED","2016","EUR","","ARM","URB","32.9 [21.0-49.0]","32.85592","21.03268","49.04611",""
