"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","ZMB","","FMLE","","WQ3","18.2","0.18200","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","SWZ","","FMLE","","WQ3","0.9","0.00900","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","NGA","","FMLE","","WQ3","3.5","0.03500","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","GIN","","FMLE","","WQ2","15.0","0.15000","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AMR","NIC","","FMLE","","WQ3","36.3","0.36300","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","WPR","KHM","","FMLE","","WQ3","95.2","0.95200","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","MDG","YEARS12+","FMLE","","","51.6","0.51600","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","RWA","YEARS12+","FMLE","","","74.4","0.74400","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","TZA","YEARS12+","FMLE","","","75.9","0.75900","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","COD","YEARS6-11","FMLE","","","29.6","0.29600","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","GHA","YEARS6-11","FMLE","","","3.6","0.03600","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","SEAR","TLS","","FMLE","","","39.0","0.39000","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","RWA","","FMLE","","WQ3","26.0","0.26000","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","SWZ","","FMLE","","WQ4","1.0","0.01000","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","NGA","","FMLE","","WQ5","6.0","0.06000","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","NER","YEARS0-5","FMLE","","","32.0","0.32000","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","COD","","FMLE","RUR","","18.0","0.18000","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","WPR","KHM","","FMLE","","WQ1","78.0","0.78000","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","CMR","YEARS0-5","FMLE","","","12.0","0.12000","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","NGA","","FMLE","RUR","","11.0","0.11000","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","MWI","","FMLE","","WQ3","44.0","0.44000","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","WPR","KHM","","FMLE","","WQ4","97.0","0.97000","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","COG","","FMLE","","WQ5","73.0","0.73000","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","GHA","YEARS0-5","FMLE","","","6.0","0.06000","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","UGA","YEARS0-5","FMLE","","","19.0","0.19000","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","BEN","","FMLE","URB","","40.0","0.40000","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","BEN","","FMLE","RUR","","28.7","0.28700","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","COG","","FMLE","RUR","","60.1","0.60100","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","RWA","","FMLE","RUR","","10.1","0.10100","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","RWA","","FMLE","RUR","","48.9","0.48900","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","RWA","","FMLE","RUR","","62.5","0.62500","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","MLI","","FMLE","","","42.1","0.42100","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","MOZ","","FMLE","","","64.8","0.64800","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","NAM","","FMLE","","","6.6","0.06600","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","NGA","","FMLE","","","9.4","0.09400","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","GIN","","FMLE","URB","","14.4","0.14400","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","AMR","GUY","","FMLE","URB","","71.9","0.71900","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","SEAR","IDN","","FMLE","URB","","13.2","0.13200","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","KEN","","FMLE","URB","","30.8","0.30800","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","ZMB","","FMLE","URB","","20.4","0.20400","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","ZMB","","FMLE","URB","","31.9","0.31900","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","ZWE","","FMLE","URB","","36.4","0.36400","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","BEN","","FMLE","","WQ1","24.3","0.24300","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","BEN","","FMLE","","WQ1","34.6","0.34600","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","NER","","FMLE","","WQ1","28.3","0.28300","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","NGA","","FMLE","","WQ1","5.5","0.05500","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","NGA","","FMLE","","WQ1","8.5","0.08500","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","RWA","","FMLE","","WQ1","63.9","0.63900","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","GHA","","FMLE","","WQ2","16.9","0.16900","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","KEN","","FMLE","","WQ2","51.3","0.51300","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","MDG","","FMLE","","WQ2","38.5","0.38500","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","MDG","","FMLE","","WQ2","53.7","0.53700","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","UGA","","FMLE","","WQ2","37.7","0.37700","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","ZMB","","FMLE","","WQ2","14.5","0.14500","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","BEN","","FMLE","","WQ3","38.5","0.38500","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","CMR","","FMLE","","WQ3","17.5","0.17500","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","COG","","FMLE","","WQ3","75.1","0.75100","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","RWA","","FMLE","","WQ3","21.5","0.21500","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","RWA","","FMLE","","WQ3","67.8","0.67800","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","MLI","","FMLE","","WQ4","45.7","0.45700","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","MLI","","FMLE","","WQ4","42.5","0.42500","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","MOZ","","FMLE","","WQ4","64.1","0.64100","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","NAM","","FMLE","","WQ4","5.9","0.05900","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","CMR","","FMLE","","WQ5","12.1","0.12100","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","GHA","","FMLE","","WQ5","13.3","0.13300","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","GIN","","FMLE","","WQ5","14.1","0.14100","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","AMR","GUY","","FMLE","","WQ5","76.3","0.76300","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","SWZ","","FMLE","","WQ5","0.2","0.00200","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","TZA","","FMLE","","WQ5","78.8","0.78800","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","ZMB","","FMLE","","WQ5","30.7","0.30700","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","ZMB","","FMLE","","WQ5","30.4","0.30400","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","ZWE","","FMLE","","WQ5","34.7","0.34700","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","NGA","YEARS0-5","FMLE","","","4.2","0.04200","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","NGA","YEARS0-5","FMLE","","","9.3","0.09300","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","AMR","GUY","YEARS12+","FMLE","","","80.5","0.80500","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","SEAR","IDN","YEARS12+","FMLE","","","10.1","0.10100","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","KEN","YEARS12+","FMLE","","","44.3","0.44300","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","MWI","YEARS12+","FMLE","","","49.3","0.49300","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","ZMB","YEARS12+","FMLE","","","38.6","0.38600","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","WPR","KHM","YEARS6-11","FMLE","","","92.3","0.92300","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","WPR","KHM","YEARS6-11","FMLE","","","80.5","0.80500","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","CMR","YEARS6-11","FMLE","","","16.8","0.16800","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","EMR","PAK","YEARS6-11","FMLE","","","0.4","0.00400","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","RWA","YEARS6-11","FMLE","","","22.7","0.22700","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","SEN","YEARS6-11","FMLE","","","10.1","0.10100","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","SLE","YEARS6-11","FMLE","","","23.2","0.23200","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","MWI","","FMLE","RUR","","5.4","0.05400","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","MWI","","FMLE","RUR","","17.2","0.17200","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","MWI","","FMLE","RUR","","41.1","0.41100","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","BEN","","FMLE","","","50.2","0.50200","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","BFA","","FMLE","","","24.1","0.24100","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","WPR","KHM","","FMLE","","","75.2","0.75200","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","ETH","","FMLE","","","2.4","0.02400","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","RWA","","FMLE","","","49.9","0.49900","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","RWA","","FMLE","","","63.3","0.63300","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","STP","","FMLE","","","58.1","0.58100","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","SEN","","FMLE","","","12.9","0.12900","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","MDG","","FMLE","URB","","53.2","0.53200","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","MWI","","FMLE","URB","","19.2","0.19200","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","MOZ","","FMLE","URB","","65.1","0.65100","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","NAM","","FMLE","URB","","5.9","0.05900","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","COD","","FMLE","","WQ1","23.4","0.23400","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","ETH","","FMLE","","WQ1","4.2","0.04200","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","SEAR","IDN","","FMLE","","WQ1","24.9","0.24900","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","KEN","","FMLE","","WQ1","18.6","0.18600","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","TZA","","FMLE","","WQ1","38.2","0.38200","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","TZA","","FMLE","","WQ1","59.6","0.59600","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","SEAR","TLS","","FMLE","","WQ1","30.7","0.30700","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","ZWE","","FMLE","","WQ1","37.6","0.37600","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","WPR","KHM","","FMLE","","WQ2","90.3","0.90300","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","NGA","","FMLE","","WQ2","7.6","0.07600","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","EMR","PAK","","FMLE","","WQ2","0.6","0.00600","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","RWA","","FMLE","","WQ2","18.3","0.18300","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","SEN","","FMLE","","WQ2","17.2","0.17200","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","SEAR","IDN","","FMLE","","WQ3","11.5","0.11500","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","MWI","","FMLE","","WQ3","14.2","0.14200","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","BEN","","FMLE","","WQ4","52.3","0.52300","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","BEN","","FMLE","","WQ4","74.5","0.74500","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","BFA","","FMLE","","WQ4","30.4","0.30400","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","RWA","","FMLE","","WQ4","57.4","0.57400","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","RWA","","FMLE","","WQ4","73.7","0.73700","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","SEN","","FMLE","","WQ4","8.1","0.08100","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","MDG","","FMLE","","WQ5","51.2","0.51200","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","MOZ","","FMLE","","WQ5","62.6","0.62600","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","NAM","","FMLE","","WQ5","4.5","0.04500","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","COD","YEARS0-5","FMLE","","","24.1","0.24100","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","ETH","YEARS0-5","FMLE","","","3.6","0.03600","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","GHA","YEARS0-5","FMLE","","","19.2","0.19200","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","TZA","YEARS0-5","FMLE","","","68.7","0.68700","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","SEAR","TLS","YEARS0-5","FMLE","","","49.9","0.49900","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AMR","NIC","YEARS12+","FMLE","","","24.8","0.24800","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","NER","YEARS12+","FMLE","","","38.5","0.38500","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","RWA","YEARS12+","FMLE","","","43.4","0.43400","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","GHA","YEARS6-11","FMLE","","","16.9","0.16900","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","KEN","YEARS6-11","FMLE","","","46.1","0.46100","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","MDG","YEARS6-11","FMLE","","","34.8","0.34800","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","MDG","YEARS6-11","FMLE","","","56.1","0.56100","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","ZMB","YEARS6-11","FMLE","","","20.3","0.20300","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","KEN","","FMLE","RUR","","43.0","0.43000","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","RWA","","FMLE","RUR","","2.0","0.02000","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","EMR","PAK","YEARS0-5","FMLE","","","1.0","0.01000","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","SEN","YEARS12+","FMLE","","","10.0","0.10000","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","ZWE","YEARS12+","FMLE","","","46.0","0.46000","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","MLI","","FMLE","RUR","","36.0","0.36000","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","ZMB","","FMLE","RUR","","16.0","0.16000","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","ZWE","","FMLE","RUR","","28.0","0.28000","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","GHA","","FMLE","","","10.0","0.10000","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","RWA","","FMLE","URB","","68.0","0.68000","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","GHA","YEARS12+","FMLE","","","16.0","0.16000","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","NAM","YEARS12+","FMLE","","","4.0","0.04000","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","BEN","YEARS6-11","FMLE","","","49.0","0.49000","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","RWA","YEARS6-11","FMLE","","","69.0","0.69000","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","NAM","","FMLE","RUR","","7.1","0.07100","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AMR","NIC","","FMLE","RUR","","27.8","0.27800","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","TZA","","FMLE","RUR","","23.5","0.23500","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","SEAR","TLS","","FMLE","RUR","","34.5","0.34500","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","WPR","KHM","","FMLE","","","89.3","0.89300","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","SEAR","IDN","","FMLE","","","26.1","0.26100","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","KEN","","FMLE","","","45.4","0.45400","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","RWA","","FMLE","","","5.1","0.05100","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","SLE","","FMLE","","","29.6","0.29600","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","ZWE","","FMLE","","","33.1","0.33100","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","WPR","KHM","","FMLE","URB","","88.9","0.88900","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","CMR","","FMLE","URB","","14.9","0.14900","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","MWI","","FMLE","URB","","37.6","0.37600","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","MLI","","FMLE","URB","","40.6","0.40600","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","SLE","","FMLE","URB","","25.5","0.25500","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","TZA","","FMLE","URB","","62.8","0.62800","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","GHA","","FMLE","","WQ1","5.8","0.05800","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","MWI","","FMLE","","WQ1","41.9","0.41900","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","SEN","","FMLE","","WQ1","19.9","0.19900","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","UGA","","FMLE","","WQ1","14.6","0.14600","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","COD","","FMLE","","WQ2","24.8","0.24800","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","GHA","","FMLE","","WQ2","6.3","0.06300","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","MWI","","FMLE","","WQ2","11.1","0.11100","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","NAM","","FMLE","","WQ2","6.8","0.06800","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","STP","","FMLE","","WQ2","68.8","0.68800","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","UGA","","FMLE","","WQ2","17.6","0.17600","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","ETH","","FMLE","","WQ3","5.6","0.05600","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","NAM","","FMLE","","WQ3","3.8","0.03800","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","TZA","","FMLE","","WQ3","80.3","0.80300","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","UGA","","FMLE","","WQ3","24.2","0.24200","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","KEN","","FMLE","","WQ4","38.9","0.38900","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","MWI","","FMLE","","WQ4","62.1","0.62100","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","NGA","","FMLE","","WQ4","4.9","0.04900","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","RWA","","FMLE","","WQ4","26.9","0.26900","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","WPR","KHM","","FMLE","","WQ5","82.5","0.82500","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","MLI","","FMLE","","WQ5","30.2","0.30200","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","EMR","PAK","","FMLE","","WQ5","0.5","0.00500","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","SEN","","FMLE","","WQ5","6.7","0.06700","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","BFA","YEARS0-5","FMLE","","","22.2","0.22200","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","WPR","KHM","YEARS0-5","FMLE","","","87.2","0.87200","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","MLI","YEARS0-5","FMLE","","","38.1","0.38100","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","SEN","YEARS0-5","FMLE","","","11.9","0.11900","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","SWZ","YEARS0-5","FMLE","","","2.4","0.02400","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","WPR","KHM","YEARS12+","FMLE","","","47.9","0.47900","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","COG","YEARS12+","FMLE","","","75.3","0.75300","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","MLI","YEARS12+","FMLE","","","48.5","0.48500","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","NGA","YEARS12+","FMLE","","","1.4","0.01400","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","SLE","YEARS12+","FMLE","","","24.7","0.24700","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","TZA","YEARS12+","FMLE","","","78.3","0.78300","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","COG","YEARS6-11","FMLE","","","73.5","0.73500","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","AMR","GUY","YEARS6-11","FMLE","","","70.5","0.70500","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","MOZ","YEARS6-11","FMLE","","","65.3","0.65300","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","NGA","YEARS6-11","FMLE","","","5.6","0.05600","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","SWZ","YEARS6-11","FMLE","","","0.4","0.00400","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","ZMB","YEARS6-11","FMLE","","","30.5","0.30500","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","BEN","","FMLE","RUR","","45.1","0.45100","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","GHA","","FMLE","RUR","","37.8","0.37800","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","AMR","GUY","","FMLE","RUR","","79.4","0.79400","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","NGA","","FMLE","RUR","","7.7","0.07700","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","EMR","PAK","","FMLE","RUR","","1.4","0.01400","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","UGA","","FMLE","RUR","","19.5","0.19500","","",""
"EQ_SLEPTNETS","PUBLISHED","2007","AFR","ZMB","","FMLE","RUR","","35.7","0.35700","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","BEN","","FMLE","","","33.3","0.33300","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","GIN","","FMLE","","","12.9","0.12900","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AMR","NIC","","FMLE","","","30.1","0.30100","","",""
"EQ_SLEPTNETS","PUBLISHED","2000","AFR","UGA","","FMLE","","","21.2","0.21200","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","ZMB","","FMLE","","","17.8","0.17800","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","GHA","","FMLE","URB","","4.7","0.04700","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","KEN","","FMLE","URB","","52.6","0.52600","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AMR","NIC","","FMLE","URB","","31.4","0.31400","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","RWA","","FMLE","URB","","26.5","0.26500","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","UGA","","FMLE","URB","","44.2","0.44200","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","COG","","FMLE","","WQ1","64.4","0.64400","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","KEN","","FMLE","","WQ1","51.2","0.51200","","",""
"EQ_SLEPTNETS","PUBLISHED","2005","AFR","RWA","","FMLE","","WQ1","10.7","0.10700","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","SWZ","","FMLE","","WQ1","0.2","0.00200","","",""
"EQ_SLEPTNETS","PUBLISHED","2004","AFR","CMR","","FMLE","","WQ2","19.6","0.19600","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","MLI","","FMLE","","WQ2","40.4","0.40400","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","MOZ","","FMLE","","WQ2","63.5","0.63500","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","SWZ","","FMLE","","WQ2","1.2","0.01200","","",""
"EQ_SLEPTNETS","PUBLISHED","2010","AFR","TZA","","FMLE","","WQ2","74.1","0.74100","","",""
"EQ_SLEPTNETS","PUBLISHED","2008","AFR","GHA","","FMLE","","WQ3","18.3","0.18300","","",""
"EQ_SLEPTNETS","PUBLISHED","2009","AMR","GUY","","FMLE","","WQ3","74.1","0.74100","","",""
"EQ_SLEPTNETS","PUBLISHED","2001","AFR","MLI","","FMLE","","WQ3","42.9","0.42900","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","NER","","FMLE","","WQ3","40.7","0.40700","","",""
"EQ_SLEPTNETS","PUBLISHED","2006","AFR","UGA","","FMLE","","WQ3","45.8","0.45800","","",""
"EQ_SLEPTNETS","PUBLISHED","2003","AFR","GHA","","FMLE","","WQ4","3.9","0.03900","","",""
