"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","PUBLICPLACE","Display Value","Numeric","Low","High","Comments"
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","GMB","SA_RELIGIOUS_PLACES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","MDG","SA_RELIGIOUS_PLACES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","MOZ","SA_SPORTING_EVENTS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","RWA","SA_PARKS_AND_STREETS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","SYC","SA_LEISURE_EVENTS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","ZAF","SA_LEISURE_EVENTS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_HEALTH_CARE_ESTABLISHMENTS","partial restriction","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","SEN","SA_PARKS_AND_STREETS","partial restriction","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","BWA","SA_SPORTING_EVENTS","partial restriction","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AFR","LBR","SA_RELIGIOUS_PLACES","voluntary/self-restricted","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","USA","SA_PARKS_AND_STREETS","","","","","missing data"
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","ARG","SA_HEALTH_CARE_ESTABLISHMENTS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","BRA","SA_EDUCATIONAL_BUILDINGS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","CUB","SA_WORKPLACES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","PAN","SA_WORKPLACES","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","KNA","SA_EDUCATIONAL_BUILDINGS","ban","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_SPORTING_EVENTS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","HND","SA_EDUCATIONAL_BUILDINGS","no restrictions","","","",""
"SA_0000001553_ARCHIVED","PUBLISHED","2012","AMR","LCA","SA_GOVERNMENT_OFFICES","voluntary/self-restricted","","","",""
