"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","GHECAUSES","Display Value","Numeric","Low","High","Comments"
"WHS2_126","PUBLISHED","2012","AFR","CMR","GHE151","9","9.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","COG","GHE001","79","79.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","COG","GHE151","8","8.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","COL","GHE060","39","39.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","COL","GHE001","20","20.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","COM","GHE060","25","25.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","CPV","GHE001","48","48.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","CRI","GHE060","66","66.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","CRI","GHE001","10","10.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","CUB","GHE151","16","16.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","CUB","GHE060","82","82.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","CYP","GHE151","12","12.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","CZE","GHE060","85","85.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","DEU","GHE151","8","8.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","DEU","GHE060","89","89.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","DJI","GHE001","66","66.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","DJI","GHE151","10","10.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","DOM","GHE001","46","46.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","DOM","GHE151","15","15.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","DZA","GHE001","24","24.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","DZA","GHE151","12","12.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","ECU","GHE060","51","51.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","EGY","GHE001","35","35.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","ERI","GHE060","11","11.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","ERI","GHE001","62","62.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","ESP","GHE060","88","88.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","EST","GHE001","5","5.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","EST","GHE151","10","10.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","ETH","GHE060","12","12.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","ETH","GHE001","69","69.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","FIN","GHE151","14","14.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","FIN","GHE060","87","87.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","FJI","GHE151","12","12.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","FRA","GHE060","81","81.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","GAB","GHE001","73","73.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","GAB","GHE151","8","8.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","GAB","GHE060","23","23.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","GBR","GHE001","7","7.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","GBR","GHE151","6","6.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","GHA","GHE001","75","75.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","GHA","GHE151","6","6.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","GIN","GHE060","13","13.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","GIN","GHE001","71","71.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","GIN","GHE151","9","9.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","GMB","GHE060","23","23.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","GNB","GHE001","80","80.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","GNQ","GHE060","17","17.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","GNQ","GHE001","68","68.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","GRC","GHE060","87","87.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","GTM","GHE001","53","53.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","GTM","GHE151","24","24.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","GUY","GHE060","46","46.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","HND","GHE151","16","16.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","HND","GHE060","43","43.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","HRV","GHE151","8","8.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","HTI","GHE060","22","22.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","HUN","GHE001","3","3.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","HUN","GHE151","10","10.00000","","",""
"WHS2_126","PUBLISHED","2012","SEAR","IDN","GHE001","36","36.00000","","",""
"WHS2_126","PUBLISHED","2012","SEAR","IDN","GHE151","10","10.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","IRL","GHE001","8","8.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","IRL","GHE151","11","11.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","IRN","GHE060","51","51.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","IRN","GHE001","18","18.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","IRQ","GHE060","42","42.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","ISL","GHE001","6","6.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","ISR","GHE060","79","79.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","ISR","GHE001","10","10.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","ITA","GHE151","8","8.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","ITA","GHE060","89","89.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","JAM","GHE151","14","14.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","JOR","GHE060","51","51.00000","","",""
"WHS2_126","PUBLISHED","2000","WPR","JPN","GHE151","13","13.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","JPN","GHE060","77","77.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","KAZ","GHE001","12","12.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","KAZ","GHE151","17","17.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","KGZ","GHE001","32","32.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","KGZ","GHE151","13","13.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","KHM","GHE001","48","48.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","KHM","GHE151","15","15.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","KOR","GHE060","73","73.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","KWT","GHE001","14","14.00000","","",""
"WHS2_126","PUBLISHED","2000","WPR","LAO","GHE060","24","24.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","LAO","GHE001","60","60.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","LBN","GHE060","76","76.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","LBR","GHE001","81","81.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","LBR","GHE151","9","9.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","LBY","GHE060","60","60.00000","","",""
"WHS2_126","PUBLISHED","2000","SEAR","LKA","GHE151","31","31.00000","","",""
"WHS2_126","PUBLISHED","2012","SEAR","LKA","GHE060","65","65.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","LSO","GHE151","10","10.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","LTU","GHE060","74","74.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","LUX","GHE001","5","5.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","LUX","GHE151","13","13.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","LUX","GHE060","84","84.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","LVA","GHE001","4","4.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","LVA","GHE151","9","9.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","MDA","GHE001","11","11.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","MDA","GHE151","13","13.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","MDG","GHE060","18","18.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","MDG","GHE001","63","63.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","MDG","GHE151","12","12.00000","","",""
"WHS2_126","PUBLISHED","2012","SEAR","MDV","GHE060","69","69.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","MEX","GHE001","27","27.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","MKD","GHE060","85","85.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","MKD","GHE001","4","4.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","MLI","GHE060","19","19.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","MLT","GHE001","8","8.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","MLT","GHE151","6","6.00000","","",""
"WHS2_126","PUBLISHED","2000","SEAR","MMR","GHE060","31","31.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","MNE","GHE151","9","9.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","MNE","GHE060","87","87.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","MNG","GHE151","15","15.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","MOZ","GHE060","13","13.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","MRT","GHE001","76","76.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","MRT","GHE151","8","8.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","MUS","GHE001","11","11.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","MUS","GHE151","11","11.00000","","",""
"WHS2_126","PUBLISHED","2000","WPR","MYS","GHE001","22","22.00000","","",""
"WHS2_126","PUBLISHED","2000","WPR","MYS","GHE151","17","17.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","NAM","GHE060","17","17.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","NAM","GHE001","60","60.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","NER","GHE060","15","15.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","NGA","GHE001","80","80.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","NIC","GHE060","39","39.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","NIC","GHE001","26","26.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","NLD","GHE151","7","7.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","NLD","GHE060","87","87.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","NOR","GHE151","8","8.00000","","",""
"WHS2_126","PUBLISHED","2000","SEAR","NPL","GHE060","28","28.00000","","",""
"WHS2_126","PUBLISHED","2000","WPR","NZL","GHE151","13","13.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","NZL","GHE060","81","81.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","OMN","GHE001","24","24.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","OMN","GHE151","23","23.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","PAN","GHE001","32","32.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","PAN","GHE151","16","16.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","PER","GHE001","29","29.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","PER","GHE151","15","15.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","PHL","GHE060","55","55.00000","","",""
"WHS2_126","PUBLISHED","2000","WPR","PNG","GHE001","65","65.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","POL","GHE060","82","82.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","POL","GHE001","4","4.00000","","",""
"WHS2_126","PUBLISHED","2012","SEAR","PRK","GHE060","68","68.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","PRT","GHE001","8","8.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","PRT","GHE151","7","7.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","PRY","GHE060","47","47.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","QAT","GHE151","26","26.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","QAT","GHE060","59","59.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","ROU","GHE151","8","8.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","RUS","GHE060","68","68.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","RWA","GHE001","80","80.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","RWA","GHE151","8","8.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","RWA","GHE060","24","24.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","SAU","GHE001","18","18.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","SAU","GHE151","16","16.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","SEN","GHE001","78","78.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","SEN","GHE151","6","6.00000","","",""
"WHS2_126","PUBLISHED","2000","WPR","SGP","GHE060","78","78.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","SGP","GHE001","15","15.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","SGP","GHE151","8","8.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","SLB","GHE060","46","46.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","SLE","GHE001","78","78.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","SLV","GHE060","41","41.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","SLV","GHE001","18","18.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","SOM","GHE151","7","7.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","SOM","GHE060","12","12.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","SRB","GHE001","5","5.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","SRB","GHE151","6","6.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","SSD","GHE060","13","13.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","SUR","GHE151","16","16.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","SUR","GHE060","53","53.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","SVK","GHE151","9","9.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","SVN","GHE060","81","81.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","SWE","GHE001","5","5.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","SWE","GHE151","8","8.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","SWZ","GHE001","72","72.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","SWZ","GHE151","10","10.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","TCD","GHE001","82","82.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","TCD","GHE151","7","7.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","TGO","GHE060","15","15.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","TGO","GHE001","71","71.00000","","",""
"WHS2_126","PUBLISHED","2012","SEAR","THA","GHE060","62","62.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","TJK","GHE001","58","58.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","TKM","GHE060","48","48.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","TKM","GHE001","24","24.00000","","",""
"WHS2_126","PUBLISHED","2000","SEAR","TLS","GHE151","9","9.00000","","",""
"WHS2_126","PUBLISHED","2012","SEAR","TLS","GHE060","27","27.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","TTO","GHE151","18","18.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","TUN","GHE060","62","62.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","TUR","GHE151","14","14.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","TUR","GHE060","74","74.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","TZA","GHE001","68","68.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","TZA","GHE151","12","12.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","UKR","GHE001","8","8.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","UKR","GHE151","16","16.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","URY","GHE001","10","10.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","URY","GHE151","13","13.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","USA","GHE060","80","80.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","UZB","GHE001","41","41.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","VEN","GHE060","48","48.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","VEN","GHE001","16","16.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","VNM","GHE060","60","60.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","YEM","GHE001","71","71.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","YEM","GHE151","13","13.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","ZAF","GHE060","25","25.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","ZMB","GHE151","8","8.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","ZMB","GHE060","14","14.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","ZWE","GHE151","9","9.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","AGO","GHE001","82","82.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","AGO","GHE060","10","10.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","AGO","GHE151","7","7.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","AGO","GHE001","74","74.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","AGO","GHE060","17","17.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","ARE","GHE151","28","28.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","ARG","GHE001","18","18.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","ARG","GHE060","68","68.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","ARG","GHE151","14","14.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","AUS","GHE060","84","84.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","AUS","GHE151","11","11.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","AUT","GHE001","3","3.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","AUT","GHE060","85","85.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","BDI","GHE151","12","12.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","BDI","GHE001","69","69.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","BDI","GHE060","19","19.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","BDI","GHE151","12","12.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","BEL","GHE001","6","6.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","BFA","GHE060","12","12.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","BFA","GHE151","6","6.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","BFA","GHE001","69","69.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","BFA","GHE060","21","21.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","BHR","GHE001","14","14.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","BHR","GHE060","69","69.00000","","",""
"WHS2_126","PUBLISHED","2000","EMR","BHR","GHE151","18","18.00000","","",""
"WHS2_126","PUBLISHED","2012","EMR","BHR","GHE001","16","16.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","BIH","GHE151","10","10.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","BLR","GHE001","4","4.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","BLR","GHE060","77","77.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","BLR","GHE151","19","19.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","BOL","GHE001","38","38.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","BOL","GHE060","44","44.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","BOL","GHE151","18","18.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","BRA","GHE001","28","28.00000","","",""
"WHS2_126","PUBLISHED","2000","WPR","BRN","GHE151","20","20.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","BRN","GHE001","12","12.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","BRN","GHE060","73","73.00000","","",""
"WHS2_126","PUBLISHED","2012","WPR","BRN","GHE151","15","15.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","CAF","GHE060","9","9.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","CAF","GHE151","5","5.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","CAF","GHE001","80","80.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","CAF","GHE060","12","12.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","CHE","GHE151","9","9.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","CHL","GHE001","13","13.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","CHL","GHE060","69","69.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","CHL","GHE151","18","18.00000","","",""
"WHS2_126","PUBLISHED","2012","AMR","CHL","GHE001","10","10.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","CIV","GHE060","22","22.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","CIV","GHE151","9","9.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","CMR","GHE001","78","78.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","CMR","GHE060","15","15.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","COG","GHE001","72","72.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","COG","GHE060","19","19.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","COG","GHE151","9","9.00000","","",""
"WHS2_126","PUBLISHED","2000","AMR","COL","GHE001","24","24.00000","","",""
"WHS2_126","PUBLISHED","2000","AFR","CPV","GHE151","10","10.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","CPV","GHE001","33","33.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","CPV","GHE060","55","55.00000","","",""
"WHS2_126","PUBLISHED","2012","AFR","CPV","GHE151","12","12.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","CYP","GHE001","5","5.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","CYP","GHE060","79","79.00000","","",""
"WHS2_126","PUBLISHED","2000","EUR","CYP","GHE151","16","16.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","CYP","GHE001","4","4.00000","","",""
"WHS2_126","PUBLISHED","2012","EUR","DEU","GHE151","6","6.00000","","",""
