"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","SEX","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"SDGAIRBODA","PUBLISHED","2016","AMR","","ARG","FMLE","ENVCAUSE113","7[ 4–9]","6.69517","4.32086","9.43521",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ARG","MLE","ENVCAUSE113","14[ 10–17]","13.61451","10.17887","17.05068",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ARG","BTSX","ENVCAUSE068","2[ 1–3]","1.71659","0.81044","2.96441",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ARG","FMLE","ENVCAUSE068","1[ 0–2]","1.03343","0.48922","1.79324",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ARG","MLE","ENVCAUSE068","3[ 1–5]","2.64228","1.25003","4.51529",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ARG","BTSX","ENVCAUSE114","3[ 2–6]","3.42196","2.26778","5.78557",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ARG","FMLE","ENVCAUSE114","3[ 2–5]","2.73238","1.64053","5.10028",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ARG","MLE","ENVCAUSE114","4[ 3–7]","4.34418","3.02439","6.62924",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","ARM","BTSX","ENVCAUSE039","2[ 2–3]","2.35837","1.60447","3.24582",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","ARM","FMLE","ENVCAUSE039","2[ 1–3]","1.90202","1.28896","2.65125",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","ARM","MLE","ENVCAUSE039","3[ 2–4]","2.96485","2.02314","4.04381",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","ARM","BTSX","ENVCAUSE113","34[ 25–44]","33.64445","24.59612","43.79765",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","ARM","FMLE","ENVCAUSE113","24[ 17–34]","24.30121","16.64018","34.12576",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","ARM","MLE","ENVCAUSE113","46[ 36–57]","46.04770","35.80746","57.27154",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","ARM","BTSX","ENVCAUSE068","6[ 4–10]","6.22381","3.56387","9.54765",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","ARM","FMLE","ENVCAUSE068","2[ 1–3]","1.94609","1.10594","3.15154",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","ARM","MLE","ENVCAUSE068","12[ 7–18]","12.14401","6.95052","18.43301",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","ARM","BTSX","ENVCAUSE114","7[ 5–10]","6.98293","4.88995","10.21504",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","ARM","FMLE","ENVCAUSE114","6[ 4–9]","5.92509","3.86504","9.25626",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","ARM","MLE","ENVCAUSE114","8[ 6–11]","8.34799","6.22198","11.36170",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ATG","BTSX","ENVCAUSE039","6[ 3–9]","6.08112","3.22815","9.22428",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ATG","FMLE","ENVCAUSE039","4[ 2–7]","4.42960","2.35852","6.68884",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ATG","MLE","ENVCAUSE039","8[ 4–12]","7.89769","4.17510","12.04301",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ATG","BTSX","ENVCAUSE113","14[ 11–18]","14.14594","10.57605","17.59532",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ATG","FMLE","ENVCAUSE113","11[ 8–14]","10.87195","7.82843","13.76469",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ATG","MLE","ENVCAUSE113","18[ 14–22]","18.32077","14.23618","22.20745",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ATG","BTSX","ENVCAUSE068","1[ 0–1]","0.51586","0.28218","0.80092",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ATG","FMLE","ENVCAUSE068","0[ 0–1]","0.47162","0.25562","0.73917",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ATG","MLE","ENVCAUSE068","1[ 0–1]","0.63099","0.33963","0.97038",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ATG","BTSX","ENVCAUSE114","6[ 5–9]","6.49613","4.65580","9.30662",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ATG","FMLE","ENVCAUSE114","6[ 4–9]","6.41398","4.47607","9.33685",""
"SDGAIRBODA","PUBLISHED","2016","AMR","","ATG","MLE","ENVCAUSE114","7[ 5–9]","6.69763","4.84372","9.38023",""
"SDGAIRBODA","PUBLISHED","2016","WPR","","AUS","BTSX","ENVCAUSE039","1[ 0–1]","0.52677","0.13568","1.15806",""
"SDGAIRBODA","PUBLISHED","2016","WPR","","AUS","FMLE","ENVCAUSE039","1[ 0–1]","0.50694","0.13057","1.11446",""
"SDGAIRBODA","PUBLISHED","2016","WPR","","AUS","MLE","ENVCAUSE039","1[ 0–1]","0.54135","0.13943","1.19012",""
"SDGAIRBODA","PUBLISHED","2016","WPR","","AUS","BTSX","ENVCAUSE113","4[ 2–6]","4.11964","2.45278","6.11202",""
"SDGAIRBODA","PUBLISHED","2016","WPR","","AUS","FMLE","ENVCAUSE113","3[ 1–5]","2.84055","1.43076","4.63467",""
"SDGAIRBODA","PUBLISHED","2016","WPR","","AUS","MLE","ENVCAUSE113","5[ 4–8]","5.46678","3.55442","7.57083",""
"SDGAIRBODA","PUBLISHED","2016","WPR","","AUS","BTSX","ENVCAUSE068","1[ 0–2]","0.88148","0.35908","1.66810",""
"SDGAIRBODA","PUBLISHED","2016","WPR","","AUS","FMLE","ENVCAUSE068","1[ 0–1]","0.68516","0.27910","1.29659",""
"SDGAIRBODA","PUBLISHED","2016","WPR","","AUS","MLE","ENVCAUSE068","1[ 0–2]","1.10714","0.45100","2.09513",""
"SDGAIRBODA","PUBLISHED","2016","WPR","","AUS","BTSX","ENVCAUSE114","1[ 0–4]","1.32095","0.49781","3.61344",""
"SDGAIRBODA","PUBLISHED","2016","WPR","","AUS","FMLE","ENVCAUSE114","1[ 0–4]","1.34486","0.43626","3.89838",""
"SDGAIRBODA","PUBLISHED","2016","WPR","","AUS","MLE","ENVCAUSE114","1[ 1–3]","1.26280","0.56857","3.13000",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AUT","BTSX","ENVCAUSE039","1[ 0–1]","0.56907","0.20543","1.05766",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AUT","FMLE","ENVCAUSE039","0[ 0–1]","0.48906","0.17655","0.90896",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AUT","MLE","ENVCAUSE039","1[ 0–1]","0.67382","0.24324","1.25234",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AUT","BTSX","ENVCAUSE113","9[ 6–13]","9.08747","5.72036","12.77774",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AUT","FMLE","ENVCAUSE113","7[ 4–10]","6.76531","3.77384","10.25506",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AUT","MLE","ENVCAUSE113","12[ 8–15]","11.68297","8.10394","15.40795",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AUT","BTSX","ENVCAUSE068","2[ 1–3]","1.76595","0.85247","2.95711",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AUT","FMLE","ENVCAUSE068","1[ 1–2]","1.28073","0.61824","2.14461",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AUT","MLE","ENVCAUSE068","2[ 1–4]","2.36841","1.14330","3.96596",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AUT","BTSX","ENVCAUSE114","2[ 1–4]","1.75778","0.82789","3.79579",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AUT","FMLE","ENVCAUSE114","2[ 1–4]","1.66645","0.70069","3.86251",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AUT","MLE","ENVCAUSE114","2[ 1–4]","1.84555","1.02026","3.60308",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AZE","BTSX","ENVCAUSE039","3[ 2–5]","3.12056","1.63036","5.00642",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AZE","FMLE","ENVCAUSE039","3[ 2–5]","2.93639","1.53141","4.72785",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AZE","MLE","ENVCAUSE039","3[ 2–5]","3.40573","1.77389","5.43368",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AZE","BTSX","ENVCAUSE113","44[ 33–58]","44.09201","33.44155","57.60307",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AZE","FMLE","ENVCAUSE113","34[ 25–46]","34.11270","24.56109","46.24660",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AZE","MLE","ENVCAUSE113","57[ 44–73]","56.50760","44.24606","73.15912",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AZE","BTSX","ENVCAUSE068","2[ 1–3]","1.76944","0.84414","3.26874",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AZE","FMLE","ENVCAUSE068","1[ 0–1]","0.73117","0.34244","1.42976",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AZE","MLE","ENVCAUSE068","3[ 1–5]","3.04060","1.45843","5.48790",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AZE","BTSX","ENVCAUSE114","11[ 8–16]","10.93507","7.59715","15.65242",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AZE","FMLE","ENVCAUSE114","10[ 7–14]","9.86552","6.56612","14.44008",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","AZE","MLE","ENVCAUSE114","12[ 9–17]","12.24699","8.74350","17.06383",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BDI","BTSX","ENVCAUSE039","76[ 65–85]","75.96912","64.71700","84.93766",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BDI","FMLE","ENVCAUSE039","72[ 61–80]","71.68765","61.13951","79.86156",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BDI","MLE","ENVCAUSE039","81[ 69–91]","80.74085","68.63588","90.52220",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BDI","BTSX","ENVCAUSE113","45[ 40–50]","45.21061","40.41863","49.86364",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BDI","FMLE","ENVCAUSE113","42[ 37–47]","42.25294","37.48601","47.07835",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BDI","MLE","ENVCAUSE113","48[ 43–53]","47.98238","43.01473","53.16096",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BDI","BTSX","ENVCAUSE068","1[ 1–1]","1.08229","0.87347","1.26047",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BDI","FMLE","ENVCAUSE068","1[ 1–1]","1.18818","0.97262","1.35931",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BDI","MLE","ENVCAUSE068","1[ 1–1]","0.96191","0.73533","1.15975",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BDI","BTSX","ENVCAUSE114","38[ 33–42]","37.57139","33.06704","42.29246",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BDI","FMLE","ENVCAUSE114","40[ 35–45]","40.48795","35.49929","45.42974",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BDI","MLE","ENVCAUSE114","34[ 30–38]","33.96248","29.65989","38.41442",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BEL","BTSX","ENVCAUSE039","2[ 1–4]","2.15713","0.80390","3.94591",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BEL","FMLE","ENVCAUSE039","2[ 1–3]","1.84826","0.68880","3.38091",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BEL","MLE","ENVCAUSE039","3[ 1–5]","2.55950","0.95386","4.68194",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BEL","BTSX","ENVCAUSE113","6[ 4–8]","5.91776","3.83489","8.19409",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BEL","FMLE","ENVCAUSE113","4[ 2–6]","4.08800","2.33314","6.10786",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BEL","MLE","ENVCAUSE113","8[ 6–10]","7.96699","5.56984","10.38554",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BEL","BTSX","ENVCAUSE068","2[ 1–4]","2.36369","1.15378","3.93832",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BEL","FMLE","ENVCAUSE068","1[ 1–2]","1.37397","0.67067","2.28927",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BEL","MLE","ENVCAUSE068","4[ 2–6]","3.58284","1.74888","5.96964",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BEL","BTSX","ENVCAUSE114","2[ 1–4]","2.07416","0.96576","4.47847",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BEL","FMLE","ENVCAUSE114","2[ 1–4]","1.93346","0.79515","4.49944",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BEL","MLE","ENVCAUSE114","2[ 1–4]","2.20106","1.21770","4.25094",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BEN","BTSX","ENVCAUSE039","92[ 78–104]","92.49949","78.14281","103.66187",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BEN","FMLE","ENVCAUSE039","83[ 70–93]","83.24828","70.36168","92.95188",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BEN","MLE","ENVCAUSE039","105[ 88–118]","104.82652","88.32367","118.00748",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BEN","BTSX","ENVCAUSE113","51[ 45–57]","51.39497","45.49100","57.46406",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BEN","FMLE","ENVCAUSE113","47[ 41–53]","47.43813","41.28982","53.21997",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BEN","MLE","ENVCAUSE113","56[ 49–62]","55.72852","49.40462","62.31334",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BEN","BTSX","ENVCAUSE068","1[ 0–1]","0.57289","0.46053","0.67345",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BEN","FMLE","ENVCAUSE068","1[ 0–1]","0.52816","0.43218","0.60844",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BEN","MLE","ENVCAUSE068","1[ 0–1]","0.61706","0.46997","0.74600",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BEN","BTSX","ENVCAUSE114","40[ 35–46]","40.28102","35.04837","45.50285",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BEN","FMLE","ENVCAUSE114","42[ 36–48]","42.22225","36.23302","48.14415",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BEN","MLE","ENVCAUSE114","37[ 32–42]","37.03033","32.30819","41.87825",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BFA","BTSX","ENVCAUSE039","90[ 77–101]","90.48948","76.51659","101.10710",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BFA","FMLE","ENVCAUSE039","84[ 71–93]","83.67010","70.89067","93.28146",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BFA","MLE","ENVCAUSE039","101[ 85–113]","100.57819","84.60808","113.18798",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BFA","BTSX","ENVCAUSE113","66[ 59–74]","66.22283","58.61323","74.16054",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BFA","FMLE","ENVCAUSE113","61[ 53–68]","60.67507","53.18412","68.17299",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BFA","MLE","ENVCAUSE113","73[ 65–82]","73.23540","65.08461","81.76015",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BFA","BTSX","ENVCAUSE068","1[ 1–2]","1.38971","1.10183","1.63602",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BFA","FMLE","ENVCAUSE068","1[ 1–1]","1.18339","0.95778","1.36764",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BFA","MLE","ENVCAUSE068","2[ 1–2]","1.69637","1.28930","2.04994",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BFA","BTSX","ENVCAUSE114","33[ 29–37]","32.93182","28.71607","37.27741",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BFA","FMLE","ENVCAUSE114","34[ 30–39]","34.20282","29.79613","38.72459",""
"SDGAIRBODA","PUBLISHED","2016","AFR","","BFA","MLE","ENVCAUSE114","31[ 26–35]","30.58584","26.32765","34.85879",""
"SDGAIRBODA","PUBLISHED","2016","SEAR","","BGD","BTSX","ENVCAUSE039","16[ 13–18]","15.61232","13.01457","17.63183",""
"SDGAIRBODA","PUBLISHED","2016","SEAR","","BGD","FMLE","ENVCAUSE039","15[ 13–17]","14.98506","12.57445","16.84784",""
"SDGAIRBODA","PUBLISHED","2016","SEAR","","BGD","MLE","ENVCAUSE039","16[ 14–18]","16.26336","13.51803","18.44115",""
"SDGAIRBODA","PUBLISHED","2016","SEAR","","BGD","BTSX","ENVCAUSE113","46[ 40–51]","45.70552","40.28642","51.47266",""
"SDGAIRBODA","PUBLISHED","2016","SEAR","","BGD","FMLE","ENVCAUSE113","40[ 35–45]","40.20083","35.10010","45.21545",""
"SDGAIRBODA","PUBLISHED","2016","SEAR","","BGD","MLE","ENVCAUSE113","51[ 45–58]","50.96242","44.86081","57.62389",""
"SDGAIRBODA","PUBLISHED","2016","SEAR","","BGD","BTSX","ENVCAUSE068","7[ 5–8]","6.98608","5.48696","8.31001",""
"SDGAIRBODA","PUBLISHED","2016","SEAR","","BGD","FMLE","ENVCAUSE068","3[ 3–4]","3.19033","2.61529","3.69670",""
"SDGAIRBODA","PUBLISHED","2016","SEAR","","BGD","MLE","ENVCAUSE068","11[ 8–13]","10.80815","8.25094","13.00686",""
"SDGAIRBODA","PUBLISHED","2016","SEAR","","BGD","BTSX","ENVCAUSE114","42[ 36–48]","42.22564","36.29873","48.26743",""
"SDGAIRBODA","PUBLISHED","2016","SEAR","","BGD","FMLE","ENVCAUSE114","44[ 38–51]","44.32328","38.03261","50.85171",""
"SDGAIRBODA","PUBLISHED","2016","SEAR","","BGD","MLE","ENVCAUSE114","40[ 35–46]","40.10796","34.50683","46.16160",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BGR","BTSX","ENVCAUSE039","3[ 1–5]","2.68355","1.28253","5.29973",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BGR","FMLE","ENVCAUSE039","2[ 1–4]","1.99971","0.94486","4.06209",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BGR","MLE","ENVCAUSE039","4[ 2–7]","3.53253","1.70180","6.81208",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BGR","BTSX","ENVCAUSE113","35[ 24–54]","34.82792","23.89887","53.65264",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BGR","FMLE","ENVCAUSE113","26[ 16–41]","25.67797","16.39504","40.79264",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BGR","MLE","ENVCAUSE113","45[ 33–69]","45.38179","33.22024","69.28909",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BGR","BTSX","ENVCAUSE068","4[ 2–10]","4.26211","1.88601","9.81079",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BGR","FMLE","ENVCAUSE068","2[ 1–4]","1.65557","0.69693","4.07953",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BGR","MLE","ENVCAUSE068","7[ 3–17]","7.49266","3.37009","16.74731",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BGR","BTSX","ENVCAUSE114","15[ 9–27]","15.19716","9.08723","26.71485",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BGR","FMLE","ENVCAUSE114","13[ 7–24]","12.73132","6.89384","23.99574",""
"SDGAIRBODA","PUBLISHED","2016","EUR","","BGR","MLE","ENVCAUSE114","18[ 12–30]","18.17917","11.72552","29.79002",""
"SDGAIRBODA","PUBLISHED","2016","EMR","","BHR","BTSX","ENVCAUSE039","5[ 4–6]","4.69655","3.74258","5.67895",""
