"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ARCHIVE","Display Value","Numeric","Low","High","Comments"
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","BFA","DEC2019","2.5 [2.3-2.8]","2.50000","2.30000","2.80000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","SEAR","BGD","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","BGR","DEC2019","1.1 [1-1.2]","1.10000","1.00000","1.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EMR","BHR","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","BHS","DEC2019","0.5 [0.4-0.5]","0.50000","0.40000","0.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","BIH","DEC2019","2.5 [2.2-2.7]","2.50000","2.20000","2.70000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","BLR","DEC2019","3 [2.7-3.3]","3.00000","2.70000","3.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","BLZ","DEC2019","1.6 [1.4-1.8]","1.60000","1.40000","1.80000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","BOL","DEC2019","2.1 [1.9-2.3]","2.10000","1.90000","2.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","BRA","DEC2019","1.5 [1.3-1.6]","1.50000","1.30000","1.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","WPR","BRN","DEC2019","0.2 [0.1-0.2]","0.20000","0.10000","0.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","SEAR","BTN","DEC2019","0.4 [0.3-0.4]","0.40000","0.30000","0.40000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","BRB","DEC2019","0.5 [0.5-0.6]","0.50000","0.50000","0.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","WPR","BRN","DEC2019","0.3 [0.3-0.3]","0.30000","0.30000","0.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","BWA","DEC2019","2.2 [2-2.5]","2.20000","2.00000","2.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","CAF","DEC2019","1.6 [1.5-1.8]","1.60000","1.50000","1.80000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","SEAR","BTN","DEC2019","0.7 [0.6-0.8]","0.70000","0.60000","0.80000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","BWA","DEC2019","3 [2.7-3.3]","3.00000","2.70000","3.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","CAN","DEC2019","0.9 [0.8-1]","0.90000","0.80000","1.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","CHE","DEC2019","1.2 [1.1-1.3]","1.20000","1.10000","1.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","CHL","DEC2019","1.4 [1.2-1.5]","1.40000","1.20000","1.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","WPR","CHN","DEC2019","1.5 [1.3-1.6]","1.50000","1.30000","1.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","CAF","DEC2019","2.1 [1.9-2.3]","2.10000","1.90000","2.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","CIV","DEC2019","3.6 [3.2-3.9]","3.60000","3.20000","3.90000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","CMR","DEC2019","2.4 [2.2-2.6]","2.40000","2.20000","2.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","COD","DEC2019","1.3 [1.1-1.4]","1.30000","1.10000","1.40000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","CAN","DEC2019","2 [1.8-2.2]","2.00000","1.80000","2.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","CHE","DEC2019","0.5 [0.5-0.5]","0.50000","0.50000","0.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","CHL","DEC2019","1.9 [1.8-2.1]","1.90000","1.80000","2.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","WPR","CHN","DEC2019","1.7 [1.5-1.9]","1.70000","1.50000","1.90000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","CIV","DEC2019","3 [2.7-3.2]","3.00000","2.70000","3.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","CMR","DEC2019","2.6 [2.4-2.9]","2.60000","2.40000","2.90000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","COG","DEC2019","3 [2.7-3.3]","3.00000","2.70000","3.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","COD","DEC2019","1 [0.9-1.1]","1.00000","0.90000","1.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","COG","DEC2019","2.4 [2.2-2.7]","2.40000","2.20000","2.70000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","WPR","COK","DEC2019","0.6 [0.5-0.6]","0.60000","0.50000","0.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","WPR","COK","DEC2019","0.6 [0.5-0.6]","0.60000","0.50000","0.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","COL","DEC2019","1.4 [1.2-1.5]","1.40000","1.20000","1.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","COM","DEC2019","0.8 [0.7-0.9]","0.80000","0.70000","0.90000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","CPV","DEC2019","1.6 [1.5-1.8]","1.60000","1.50000","1.80000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","CRI","DEC2019","1.1 [1-1.3]","1.10000","1.00000","1.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","CUB","DEC2019","1.5 [1.3-1.6]","1.50000","1.30000","1.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","CYP","DEC2019","1.8 [1.7-2]","1.80000","1.70000","2.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","CZE","DEC2019","1.5 [1.4-1.7]","1.50000","1.40000","1.70000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","DEU","DEC2019","1.4 [1.2-1.5]","1.40000","1.20000","1.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EMR","DJI","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","DMA","DEC2019","1.8 [1.6-2]","1.80000","1.60000","2.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","DNK","DEC2019","1.2 [1.1-1.3]","1.20000","1.10000","1.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","DOM","DEC2019","1.3 [1.2-1.4]","1.30000","1.20000","1.40000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","DZA","DEC2019","0.4 [0.3-0.4]","0.40000","0.30000","0.40000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","COL","DEC2019","0.8 [0.7-0.8]","0.80000","0.70000","0.80000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","COM","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","CPV","DEC2019","2.9 [2.6-3.2]","2.90000","2.60000","3.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","CRI","DEC2019","1 [0.9-1.1]","1.00000","0.90000","1.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","CUB","DEC2019","1 [0.9-1.1]","1.00000","0.90000","1.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","CYP","DEC2019","1 [0.9-1.1]","1.00000","0.90000","1.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","CZE","DEC2019","1.2 [1.1-1.3]","1.20000","1.10000","1.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","DEU","DEC2019","0.6 [0.6-0.7]","0.60000","0.60000","0.70000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EMR","DJI","DEC2019","0.2 [0.2-0.3]","0.20000","0.20000","0.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","DMA","DEC2019","0.5 [0.5-0.5]","0.50000","0.50000","0.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","ECU","DEC2019","1.1 [1-1.2]","1.10000","1.00000","1.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","DNK","DEC2019","1 [0.9-1.1]","1.00000","0.90000","1.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","DOM","DEC2019","0.7 [0.6-0.8]","0.70000","0.60000","0.80000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","DZA","DEC2019","0.3 [0.2-0.3]","0.30000","0.20000","0.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EMR","EGY","DEC2019","0.2 [0.2-0.3]","0.20000","0.20000","0.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","ERI","DEC2019","0.7 [0.6-0.8]","0.70000","0.60000","0.80000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","ECU","DEC2019","1.9 [1.7-2]","1.90000","1.70000","2.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EMR","EGY","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","ESP","DEC2019","1.8 [1.6-1.9]","1.80000","1.60000","1.90000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","EST","DEC2019","1.1 [1-1.2]","1.10000","1.00000","1.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","ETH","DEC2019","1.4 [1.3-1.6]","1.40000","1.30000","1.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","FIN","DEC2019","2 [1.8-2.2]","2.00000","1.80000","2.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","WPR","FJI","DEC2019","1 [0.9-1.1]","1.00000","0.90000","1.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","FRA","DEC2019","1.5 [1.3-1.6]","1.50000","1.30000","1.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","WPR","FSM","DEC2019","0.9 [0.8-1]","0.90000","0.80000","1.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","GAB","DEC2019","1.9 [1.7-2.1]","1.90000","1.70000","2.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","GBR","DEC2019","1.1 [1-1.2]","1.10000","1.00000","1.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","ERI","DEC2019","0.5 [0.5-0.6]","0.50000","0.50000","0.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","ESP","DEC2019","1.2 [1.1-1.3]","1.20000","1.10000","1.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","GEO","DEC2019","2.3 [2.1-2.6]","2.30000","2.10000","2.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","GHA","DEC2019","1.1 [1-1.2]","1.10000","1.00000","1.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","GIN","DEC2019","0.9 [0.8-1]","0.90000","0.80000","1.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","GMB","DEC2019","0.9 [0.8-1]","0.90000","0.80000","1.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","GNB","DEC2019","1.9 [1.7-2.1]","1.90000","1.70000","2.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","GNQ","DEC2019","1.4 [1.3-1.6]","1.40000","1.30000","1.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","GRC","DEC2019","4.3 [3.8-4.7]","4.30000","3.80000","4.70000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","GRD","DEC2019","1.4 [1.3-1.6]","1.40000","1.30000","1.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","GTM","DEC2019","0.9 [0.8-1]","0.90000","0.80000","1.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","GUY","DEC2019","1.2 [1-1.3]","1.20000","1.00000","1.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","HND","DEC2019","1.2 [1.1-1.3]","1.20000","1.10000","1.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","HRV","DEC2019","1.4 [1.3-1.6]","1.40000","1.30000","1.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","HTI","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","EST","DEC2019","0.8 [0.7-0.9]","0.80000","0.70000","0.90000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","ETH","DEC2019","2.3 [2.1-2.5]","2.30000","2.10000","2.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","FIN","DEC2019","2.3 [2.1-2.5]","2.30000","2.10000","2.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","WPR","FJI","DEC2019","1 [0.9-1.1]","1.00000","0.90000","1.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","FRA","DEC2019","0.5 [0.5-0.6]","0.50000","0.50000","0.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","WPR","FSM","DEC2019","1 [0.9-1.1]","1.00000","0.90000","1.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","GAB","DEC2019","2 [1.8-2.2]","2.00000","1.80000","2.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","GBR","DEC2019","1.6 [1.5-1.8]","1.60000","1.50000","1.80000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","GEO","DEC2019","2.5 [2.2-2.7]","2.50000","2.20000","2.70000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","GHA","DEC2019","3.4 [3-3.7]","3.40000","3.00000","3.70000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","GIN","DEC2019","0.5 [0.5-0.5]","0.50000","0.50000","0.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","GMB","DEC2019","0.9 [0.8-1]","0.90000","0.80000","1.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","GNB","DEC2019","1.4 [1.2-1.5]","1.40000","1.20000","1.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AFR","GNQ","DEC2019","0.8 [0.7-0.9]","0.80000","0.70000","0.90000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","GRC","DEC2019","2 [1.8-2.2]","2.00000","1.80000","2.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","GRD","DEC2019","0.7 [0.6-0.8]","0.70000","0.60000","0.80000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","GTM","DEC2019","1.5 [1.3-1.6]","1.50000","1.30000","1.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","HUN","DEC2019","1.5 [1.4-1.7]","1.50000","1.40000","1.70000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","GUY","DEC2019","0.7 [0.6-0.7]","0.70000","0.60000","0.70000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","HND","DEC2019","0.9 [0.9-1]","0.90000","0.90000","1.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","SEAR","IDN","DEC2019","0.5 [0.4-0.5]","0.50000","0.40000","0.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","SEAR","IND","DEC2019","2.6 [2.4-2.9]","2.60000","2.40000","2.90000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","HRV","DEC2019","2 [1.8-2.2]","2.00000","1.80000","2.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","HTI","DEC2019","0.6 [0.5-0.7]","0.60000","0.50000","0.70000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","IRL","DEC2019","1.4 [1.2-1.5]","1.40000","1.20000","1.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EMR","IRN","DEC2019","1 [0.9-1.1]","1.00000","0.90000","1.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EMR","IRQ","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","ISL","DEC2019","1.5 [1.4-1.7]","1.50000","1.40000","1.70000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","ISR","DEC2019","1.2 [1.1-1.3]","1.20000","1.10000","1.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","ITA","DEC2019","0.5 [0.5-0.6]","0.50000","0.50000","0.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","JAM","DEC2019","1.1 [1-1.2]","1.10000","1.00000","1.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EMR","JOR","DEC2019","0.4 [0.4-0.5]","0.40000","0.40000","0.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","WPR","JPN","DEC2019","1.1 [1-1.2]","1.10000","1.00000","1.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","HUN","DEC2019","2 [1.8-2.2]","2.00000","1.80000","2.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","SEAR","IDN","DEC2019","0.6 [0.5-0.6]","0.60000","0.50000","0.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","KAZ","DEC2019","1.9 [1.7-2.1]","1.90000","1.70000","2.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","KEN","DEC2019","1.5 [1.4-1.6]","1.50000","1.40000","1.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EUR","KGZ","DEC2019","2.1 [1.9-2.3]","2.10000","1.90000","2.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","WPR","KHM","DEC2019","3.2 [2.9-3.5]","3.20000","2.90000","3.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","WPR","KIR","DEC2019","0.2 [0.2-0.3]","0.20000","0.20000","0.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","KNA","DEC2019","0.5 [0.5-0.6]","0.50000","0.50000","0.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","WPR","KOR","DEC2019","1.2 [1-1.3]","1.20000","1.00000","1.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EMR","KWT","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","WPR","LAO","DEC2019","3.4 [3.1-3.8]","3.40000","3.10000","3.80000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EMR","LBN","DEC2019","0.4 [0.3-0.4]","0.40000","0.30000","0.40000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AFR","LBR","DEC2019","2.2 [2-2.5]","2.20000","2.00000","2.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","EMR","LBY","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2016","AMR","LCA","DEC2019","1.5 [1.3-1.6]","1.50000","1.30000","1.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","SEAR","IND","DEC2019","1.5 [1.4-1.6]","1.50000","1.40000","1.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","IRL","DEC2019","0.5 [0.4-0.5]","0.50000","0.40000","0.50000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EMR","IRN","DEC2019","1 [0.9-1.1]","1.00000","0.90000","1.10000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EMR","IRQ","DEC2019","0.3 [0.3-0.3]","0.30000","0.30000","0.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","ISL","DEC2019","0.5 [0.5-0.6]","0.50000","0.50000","0.60000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","ISR","DEC2019","0.3 [0.3-0.3]","0.30000","0.30000","0.30000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EUR","ITA","DEC2019","0.4 [0.3-0.4]","0.40000","0.30000","0.40000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","AMR","JAM","DEC2019","1.3 [1.2-1.4]","1.30000","1.20000","1.40000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","EMR","JOR","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001821_ARCHIVED","PUBLISHED","2010","WPR","JPN","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
