"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"WHS9_CS","PUBLISHED","2011","EUR","","SRB","","125","125.39000","","",""
"WHS9_CS","PUBLISHED","2011","AFR","","ZAF","","127","126.83000","","",""
"WHS9_CS","PUBLISHED","2011","WPR","","SLB","","50","49.77000","","",""
"WHS9_CS","PUBLISHED","2011","EMR","","SOM","","7","6.85000","","",""
"WHS9_CS","PUBLISHED","2011","EMR","","SDN","","56","56.14000","","",""
"WHS9_CS","PUBLISHED","2011","SEAR","","LKA","","87","87.05000","","",""
"WHS9_CS","PUBLISHED","2011","EUR","","SVK","","109","109.35000","","",""
"WHS9_CS","PUBLISHED","2011","AFR","","SYC","","146","145.71000","","",""
"WHS9_CS","PUBLISHED","2011","EUR","","SVN","","107","106.56000","","",""
"WHS9_CS","PUBLISHED","2011","WPR","","SGP","","150","150.24000","","",""
"WHS9_CS","PUBLISHED","2011","AMR","","SUR","","179","178.88000","","",""
"WHS9_CS","PUBLISHED","2011","EUR","","CHE","","131","131.43000","","",""
"WHS9_CS","PUBLISHED","2011","WPR","","TON","","53","52.63000","","",""
"WHS9_CS","PUBLISHED","2011","AFR","","SWZ","","64","63.70000","","",""
"WHS9_CS","PUBLISHED","2011","EMR","","SYR","","63","63.17000","","",""
"WHS9_CS","PUBLISHED","2011","EUR","","SWE","","119","118.57000","","",""
"WHS9_CS","PUBLISHED","2011","SEAR","","TLS","","53","53.23000","","",""
"WHS9_CS","PUBLISHED","2011","AFR","","TGO","","50","50.45000","","",""
"WHS9_CS","PUBLISHED","2011","EUR","","MKD","","107","107.24000","","",""
"WHS9_CS","PUBLISHED","2011","EUR","","TJK","","91","90.64000","","",""
"WHS9_CS","PUBLISHED","2011","SEAR","","THA","","112","111.63000","","",""
"WHS9_CS","PUBLISHED","2011","WPR","","TUV","","22","21.63000","","",""
"WHS9_CS","PUBLISHED","2011","EMR","","ARE","","149","148.62000","","",""
"WHS9_CS","PUBLISHED","2011","EUR","","TKM","","69","68.77000","","",""
"WHS9_CS","PUBLISHED","2011","AFR","","UGA","","48","48.38000","","",""
"WHS9_CS","PUBLISHED","2011","EUR","","GBR","","131","130.75000","","",""
"WHS9_CS","PUBLISHED","2011","AMR","","URY","","141","140.75000","","",""
"WHS9_CS","PUBLISHED","2011","AMR","","TTO","","136","135.64000","","",""
"WHS9_CS","PUBLISHED","2011","AMR","","USA","","93","92.72000","","",""
"WHS9_CS","PUBLISHED","2011","EUR","","UKR","","123","122.98000","","",""
"WHS9_CS","PUBLISHED","2011","EMR","","TUN","","117","116.93000","","",""
"WHS9_CS","PUBLISHED","2011","AFR","","TZA","","56","55.53000","","",""
"WHS9_CS","PUBLISHED","2011","EUR","","TUR","","89","88.70000","","",""
"WHS9_CS","PUBLISHED","2011","AFR","","ZWE","","72","72.13000","","",""
"WHS9_CS","PUBLISHED","2011","AMR","","VEN","","98","97.78000","","",""
"WHS9_CS","PUBLISHED","2011","EMR","","YEM","","47","47.05000","","",""
"WHS9_CS","PUBLISHED","2011","AFR","","ZMB","","61","60.59000","","",""
"WHS9_CS","PUBLISHED","2011","EUR","","UZB","","92","91.65000","","",""
"WHS9_CS","PUBLISHED","2011","WPR","","VUT","","56","55.76000","","",""
"WHS9_CS","PUBLISHED","2011","WPR","","VNM","","143","143.39000","","",""
"WHS9_CS","PUBLISHED","2010","AFR","","","","48","48.00000","","",""
"WHS9_CS","PUBLISHED","2010","EMR","","","","77","77.00000","","",""
"WHS9_CS","PUBLISHED","2010","EUR","","","","124","124.00000","","",""
"WHS9_CS","PUBLISHED","2010","GLOBAL","","","","78","78.00000","","",""
"WHS9_CS","PUBLISHED","2010","AMR","","","","95","95.00000","","",""
"WHS9_CS","PUBLISHED","2010","SEAR","","","","63","63.00000","","",""
"WHS9_CS","PUBLISHED","2010","WPR","","","","75","75.00000","","",""
"WHS9_CS","PUBLISHED","2010","NOTSPEC","WB_WORLD_INCOME","","","78","78.00000","","",""
"WHS9_CS","PUBLISHED","2010","NOTSPEC","WB_HI","","","110","110.00000","","",""
"WHS9_CS","PUBLISHED","2010","NOTSPEC","WB_LI","","","33","33.00000","","",""
"WHS9_CS","PUBLISHED","2010","NOTSPEC","WB_LMI","","","72","72.00000","","",""
"WHS9_CS","PUBLISHED","2010","NOTSPEC","WB_UMI","","","84","84.00000","","",""
"WHS9_CS","PUBLISHED","2011","SEAR","","","TOTL","62","61.86000","","",""
"WHS9_CS","PUBLISHED","2011","AFR","","","TOTL","47","46.70000","","",""
"WHS9_CS","PUBLISHED","2011","EUR","","","TOTL","122","122.44000","","",""
"WHS9_CS","PUBLISHED","2011","GLOBAL","WB_WORLD_INCOME","","TOTL","76","75.93000","","",""
"WHS9_CS","PUBLISHED","2011","WPR","","","TOTL","73","72.71000","","",""
"WHS9_CS","PUBLISHED","2011","EMR","","","TOTL","74","73.69000","","",""
"WHS9_CS","PUBLISHED","2011","AMR","","","TOTL","94","94.01000","","",""
"WHS9_CS","PUBLISHED","2011","NOTSPEC","WB_LI","","TOTL","33","32.83000","","",""
"WHS9_CS","PUBLISHED","2011","NOTSPEC","WB_HI","","TOTL","109","109.40000","","",""
"WHS9_CS","PUBLISHED","2011","NOTSPEC","WB_LMI","","TOTL","69","69.39000","","",""
"WHS9_CS","PUBLISHED","2011","NOTSPEC","WB_UMI","","TOTL","82","82.11000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","AFG","","60","60.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","AGO","","47","47.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","ALB","","111","111.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","AND","","81","81.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","ARE","","150","150.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","ARG","","152","152.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","ARM","","112","112.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","ATG","","143","143.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","AUS","","106","106.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","AUT","","161","161.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","AZE","","109","109.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","BDI","","23","23.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","BEL","","111","111.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","BEN","","84","84.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","BFA","","61","61.00000","","",""
"WHS9_CS","PUBLISHED","2012","SEAR","","BGD","","63","63.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","BGR","","148","148.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","BHR","","161","161.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","BHS","","81","81.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","BIH","","88","88.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","BLR","","114","114.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","BLZ","","53","53.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","BOL","","90","90.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","BRA","","125","125.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","BRB","","123","123.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","BRN","","114","114.00000","","",""
"WHS9_CS","PUBLISHED","2012","SEAR","","BTN","","76","76.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","BWA","","154","154.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","CAF","","25","25.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","CAN","","80","80.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","CHE","","130","130.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","CHL","","138","138.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","CHN","","80","80.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","CIV","","91","91.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","CMR","","60","60.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","COD","","31","31.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","COG","","99","99.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","COL","","103","103.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","COM","","40","40.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","CPV","","86","86.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","CRI","","112","112.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","CUB","","15","15.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","CYP","","98","98.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","CZE","","127","127.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","DEU","","112","112.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","DJI","","25","25.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","DMA","","152","152.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","DNK","","118","118.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","DOM","","87","87.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","DZA","","98","98.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","ECU","","106","106.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","EGY","","120","120.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","ERI","","5","5.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","ESP","","108","108.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","EST","","160","160.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","ETH","","22","22.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","FIN","","172","172.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","FJI","","98","98.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","FRA","","97","97.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","FSM","","30","30.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","GAB","","179","179.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","GBR","","135","135.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","GEO","","108","108.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","GHA","","101","101.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","GIN","","42","42.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","GMB","","85","85.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","GNB","","63","63.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","GNQ","","68","68.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","GRC","","120","120.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","GRD","","121","121.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","GTM","","138","138.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","GUY","","69","69.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","HND","","93","93.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","HRV","","115","115.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","HTI","","60","60.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","HUN","","116","116.00000","","",""
"WHS9_CS","PUBLISHED","2012","SEAR","","IDN","","114","114.00000","","",""
"WHS9_CS","PUBLISHED","2012","SEAR","","IND","","70","70.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","IRL","","107","107.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","IRN","","76","76.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","IRQ","","82","82.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","ISL","","108","108.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","ISR","","121","121.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","ITA","","160","160.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","JAM","","96","96.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","JOR","","128","128.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","JPN","","111","111.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","KAZ","","186","186.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","KEN","","71","71.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","KGZ","","124","124.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","KHM","","129","129.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","KIR","","16","16.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","KNA","","157","157.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","KOR","","109","109.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","KWT","","157","157.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","LAO","","65","65.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","LBN","","81","81.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","LBR","","57","57.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","LBY","","156","156.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","LCA","","126","126.00000","","",""
"WHS9_CS","PUBLISHED","2012","SEAR","","LKA","","92","92.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","LSO","","75","75.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","LTU","","165","165.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","LUX","","145","145.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","LVA","","112","112.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","MAR","","120","120.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","MCO","","88","88.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","MDA","","102","102.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","MDG","","39","39.00000","","",""
"WHS9_CS","PUBLISHED","2012","SEAR","","MDV","","166","166.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","MEX","","83","83.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","MKD","","106","106.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","MLI","","98","98.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","MLT","","127","127.00000","","",""
"WHS9_CS","PUBLISHED","2012","SEAR","","MMR","","10","10.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","MNE","","181","181.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","MNG","","121","121.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","MOZ","","36","36.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","MRT","","106","106.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","MUS","","120","120.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","MWI","","29","29.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","MYS","","141","141.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","NAM","","95","95.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","NER","","31","31.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","NGA","","67","67.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","NIC","","86","86.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","NLD","","118","118.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","NOR","","117","117.00000","","",""
"WHS9_CS","PUBLISHED","2012","SEAR","","NPL","","60","60.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","NRU","","68","68.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","NZL","","110","110.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","OMN","","159","159.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","PAK","","67","67.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","PAN","","178","178.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","PER","","98","98.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","PHL","","107","107.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","PLW","","83","83.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","PNG","","38","38.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","POL","","140","140.00000","","",""
"WHS9_CS","PUBLISHED","2012","SEAR","","PRK","","7","7.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","PRT","","116","116.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","PRY","","102","102.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","QAT","","127","127.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","ROU","","105","105.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","RUS","","183","183.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","RWA","","50","50.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","SAU","","187","187.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","SDN","","74","74.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","SEN","","84","84.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","SGP","","152","152.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","SLB","","55","55.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","SLE","","37","37.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","SLV","","137","137.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","SMR","","115","115.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","SOM","","23","23.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","SRB","","96","96.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","SSD","","21","21.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","STP","","65","65.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","SUR","","106","106.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","SVK","","112","112.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","SVN","","109","109.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","SWE","","125","125.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","SWZ","","65","65.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","SYC","","148","148.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","SYR","","59","59.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","TCD","","35","35.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","TGO","","50","50.00000","","",""
"WHS9_CS","PUBLISHED","2012","SEAR","","THA","","127","127.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","TJK","","82","82.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","TKM","","76","76.00000","","",""
"WHS9_CS","PUBLISHED","2012","SEAR","","TLS","","56","56.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","TON","","53","53.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","TTO","","141","141.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","TUN","","118","118.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","TUR","","91","91.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","TUV","","28","28.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","TZA","","57","57.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","UGA","","45","45.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","UKR","","130","130.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","URY","","147","147.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","USA","","95","95.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","UZB","","71","71.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","VCT","","124","124.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","VEN","","102","102.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","VNM","","148","148.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","VUT","","59","59.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","YEM","","58","58.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","ZAF","","131","131.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","ZMB","","75","75.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","ZWE","","92","92.00000","","",""
"WHS9_CS","PUBLISHED","2012","AFR","","","","61","61.00000","","",""
"WHS9_CS","PUBLISHED","2012","AMR","","","","104","104.00000","","",""
"WHS9_CS","PUBLISHED","2012","SEAR","","","","75","75.00000","","",""
"WHS9_CS","PUBLISHED","2012","EUR","","","","129","129.00000","","",""
"WHS9_CS","PUBLISHED","2012","EMR","","","","87","87.00000","","",""
"WHS9_CS","PUBLISHED","2012","WPR","","","","90","90.00000","","",""
"WHS9_CS","PUBLISHED","2012","WB_LI","","","","47","47.00000","","",""
"WHS9_CS","PUBLISHED","2012","WB_LMI","","","","83","83.00000","","",""
"WHS9_CS","PUBLISHED","2012","WB_UMI","","","","92","92.00000","","",""
"WHS9_CS","PUBLISHED","2012","WB_HI","","","","122","122.00000","","",""
"WHS9_CS","PUBLISHED","2012","GLOBAL","","","","89","89.00000","","",""
"WHS9_CS","PUBLISHED","2012","","WB_WORLD_INCOME","","","89","89.00000","","",""
"WHS9_CS","PUBLISHED","2012","WB_HI","WB_HI","","","122","122.00000","","",""
"WHS9_CS","PUBLISHED","2012","WB_LI","WB_LI","","","47","47.00000","","",""
"WHS9_CS","PUBLISHED","2012","WB_LMI","WB_LMI","","","83","83.00000","","",""
"WHS9_CS","PUBLISHED","2012","WB_UMI","WB_UMI","","","92","92.00000","","",""
"WHS9_CS","PUBLISHED","2013","","WB_LMI","","","84.8","84.80000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","ERI","","6","6.00000","","",""
"WHS9_CS","PUBLISHED","2013","SEAR","WB_LI","PRK","","10","10.00000","","",""
"WHS9_CS","PUBLISHED","2013","SEAR","WB_LI","MMR","","13","13.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_LMI","KIR","","17","17.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","CUB","","18","18.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","BDI","","25","25.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LMI","SSD","","25","25.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","ETH","","27","27.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_LMI","DJI","","28","28.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","CAF","","30","30.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_LMI","FSM","","30","30.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","MWI","","32","32.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_UMI","TUV","","34","34.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","MDG","","36","36.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","TCD","","36","36.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","NER","","39","39.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_LMI","PNG","","41","41.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","COD","","44","44.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","SLE","","44","44.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","UGA","","44","44.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","COM","","47","47.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","MOZ","","48","48.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_LI","SOM","","49","49.00000","","",""
"WHS9_CS","PUBLISHED","2013","","WB_LI","","","53","53.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","BLZ","","53","53.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_UMI","TON","","55","55.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","TZA","","56","56.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_LMI","SYR","","56","56.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","RWA","","57","57.00000","","",""
"WHS9_CS","PUBLISHED","2013","SEAR","WB_LMI","TLS","","57","57.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_LMI","SLB","","58","58.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_LMI","VUT","","59","59.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","LBR","","60","60.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_UMI","AGO","","62","62.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","GIN","","63","63.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","TGO","","63","63.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LMI","STP","","65","65.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","BFA","","66","66.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_LMI","LAO","","66","66.00000","","",""
"WHS9_CS","PUBLISHED","2013","SEAR","WB_LI","BGD","","67","67.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","","","","67","67.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_HI","GNQ","","68","68.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_LI","HTI","","69","69.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_LMI","GUY","","69","69.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_LMI","YEM","","69","69.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_LI","AFG","","70","70.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LMI","CMR","","70","70.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_LMI","PAK","","70","70.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","KEN","","71","71.00000","","",""
"WHS9_CS","PUBLISHED","2013","SEAR","WB_LMI","IND","","71","71.00000","","",""
"WHS9_CS","PUBLISHED","2013","SEAR","WB_LI","NPL","","72","72.00000","","",""
"WHS9_CS","PUBLISHED","2013","SEAR","WB_LMI","BTN","","72","72.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LMI","SWZ","","72","72.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LMI","ZMB","","72","72.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LMI","NGA","","73","73.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_LMI","SDN","","73","73.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","GNB","","74","74.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_LMI","UZB","","74","74.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_HI","BHS","","76","76.00000","","",""
