"GHO","PUBLISHSTATE","YEAR","REGION","AMRGLASSCATEGORY","Display Value","Numeric","Low","High","Comments"
"AMRGLASS_QA01","PUBLISHED","2017","SEAR","AMRGLASS_ISITPROVIDED01","9","9.09091","","",""
"AMRGLASS_QA01","PUBLISHED","2017","SEAR","AMRGLASS_ISITPROVIDED02","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2017","SEAR","AMRGLASS_NODATA","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2017","SEAR","AMRGLASS_ISITESTABLISHED05","91","90.90909","","",""
"AMRGLASS_QA01","PUBLISHED","2018","SEAR","AMRGLASS_ISITPROVIDED01","73","72.72727","","",""
"AMRGLASS_QA01","PUBLISHED","2018","SEAR","AMRGLASS_ISITPROVIDED02","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2018","SEAR","AMRGLASS_NODATA","9","9.09091","","",""
"AMRGLASS_QA01","PUBLISHED","2019","AMR","AMRGLASS_ISITESTABLISHED05","89","88.57143","","",""
"AMRGLASS_QA01","PUBLISHED","2019","AMR","AMRGLASS_NODATA","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2019","AMR","AMRGLASS_ISITPROVIDED02","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2019","AMR","AMRGLASS_ISITPROVIDED01","11","11.42857","","",""
"AMRGLASS_QA01","PUBLISHED","2018","AMR","AMRGLASS_ISITESTABLISHED05","91","91.42857","","",""
"AMRGLASS_QA01","PUBLISHED","2018","AMR","AMRGLASS_NODATA","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2018","AMR","AMRGLASS_ISITPROVIDED02","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2018","AMR","AMRGLASS_ISITPROVIDED01","9","8.57143","","",""
"AMRGLASS_QA01","PUBLISHED","2017","AMR","AMRGLASS_ISITESTABLISHED05","94","94.28571","","",""
"AMRGLASS_QA01","PUBLISHED","2017","AMR","AMRGLASS_NODATA","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2017","AMR","AMRGLASS_ISITPROVIDED02","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2017","AMR","AMRGLASS_ISITPROVIDED01","6","5.71429","","",""
"AMRGLASS_QA01","PUBLISHED","2019","AFR","AMRGLASS_ISITESTABLISHED05","60","59.57447","","",""
"AMRGLASS_QA01","PUBLISHED","2019","AFR","AMRGLASS_NODATA","11","10.63830","","",""
"AMRGLASS_QA01","PUBLISHED","2019","AFR","AMRGLASS_ISITPROVIDED02","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2019","AFR","AMRGLASS_ISITPROVIDED01","30","29.78723","","",""
"AMRGLASS_QA01","PUBLISHED","2018","AFR","AMRGLASS_ISITESTABLISHED05","70","70.21277","","",""
"AMRGLASS_QA01","PUBLISHED","2018","AFR","AMRGLASS_NODATA","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2018","AFR","AMRGLASS_ISITPROVIDED02","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2018","AFR","AMRGLASS_ISITPROVIDED01","30","29.78723","","",""
"AMRGLASS_QA01","PUBLISHED","2017","AFR","AMRGLASS_ISITESTABLISHED05","79","78.72340","","",""
"AMRGLASS_QA01","PUBLISHED","2017","AFR","AMRGLASS_NODATA","2","2.12766","","",""
"AMRGLASS_QA01","PUBLISHED","2017","AFR","AMRGLASS_ISITPROVIDED02","2","2.12766","","",""
"AMRGLASS_QA01","PUBLISHED","2017","AFR","AMRGLASS_ISITPROVIDED01","17","17.02128","","",""
"AMRGLASS_QA01","PUBLISHED","2018","SEAR","AMRGLASS_ISITESTABLISHED05","18","18.18182","","",""
"AMRGLASS_QA01","PUBLISHED","2019","SEAR","AMRGLASS_ISITPROVIDED01","82","81.81818","","",""
"AMRGLASS_QA01","PUBLISHED","2019","SEAR","AMRGLASS_ISITPROVIDED02","9","9.09091","","",""
"AMRGLASS_QA01","PUBLISHED","2019","SEAR","AMRGLASS_NODATA","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2019","SEAR","AMRGLASS_ISITESTABLISHED05","9","9.09091","","",""
"AMRGLASS_QA01","PUBLISHED","2017","WPR","AMRGLASS_ISITPROVIDED01","11","11.11111","","",""
"AMRGLASS_QA01","PUBLISHED","2017","WPR","AMRGLASS_ISITPROVIDED02","4","3.70370","","",""
"AMRGLASS_QA01","PUBLISHED","2017","WPR","AMRGLASS_NODATA","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2017","WPR","AMRGLASS_ISITESTABLISHED05","85","85.18519","","",""
"AMRGLASS_QA01","PUBLISHED","2018","WPR","AMRGLASS_ISITPROVIDED01","19","18.51852","","",""
"AMRGLASS_QA01","PUBLISHED","2018","WPR","AMRGLASS_ISITPROVIDED02","4","3.70370","","",""
"AMRGLASS_QA01","PUBLISHED","2018","WPR","AMRGLASS_NODATA","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2018","WPR","AMRGLASS_ISITESTABLISHED05","78","77.77778","","",""
"AMRGLASS_QA01","PUBLISHED","2019","WPR","AMRGLASS_ISITPROVIDED01","22","22.22222","","",""
"AMRGLASS_QA01","PUBLISHED","2019","WPR","AMRGLASS_ISITPROVIDED02","4","3.70370","","",""
"AMRGLASS_QA01","PUBLISHED","2019","WPR","AMRGLASS_NODATA","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2019","WPR","AMRGLASS_ISITESTABLISHED05","74","74.07407","","",""
