"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","PRICEMEASURETYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001730","PUBLISHED","2016","AFR","NAM","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","NGA","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","NGA","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","SEN","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","SEN","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","ZAF","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","ZAF","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","SWZ","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","TGO","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","TZA","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","ZMB","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","CHL","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","COL","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","ECU","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","ECU","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","GTM","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","GTM","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","SDN","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","Total ban","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","LBY","SA_ADDITIONAL_LEVY","Total ban","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","MAR","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","PAK","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","SOM","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","Total ban","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","SOM","SA_ADDITIONAL_LEVY","Total ban","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","HND","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","MEX","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","NIC","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","PRY","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","PRY","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","LCA","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","LCA","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","TTO","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","TTO","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","URY","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","VEN","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","IRN","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","Total ban","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","IRN","SA_BELOW_COST_SELLING_BAN","Total ban","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","ALB","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","ALB","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","MCO","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","MNE","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","AUT","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","AUT","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","BLR","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","BLR","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","BEL","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","BGR","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","BGR","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","CZE","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","CZE","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","EST","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","FIN","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","Yes","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","FIN","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","GEO","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","DEU","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","Yes","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","HUN","SA_ADDITIONAL_LEVY","Yes","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","ISL","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","ISR","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","ISR","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","LUX","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","LUX","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","NOR","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","MDA","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","NOR","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","MDA","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","CHN","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","LAO","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","MYS","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","Yes","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","NZL","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","NZL","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","JPN","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","LAO","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","SMR","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","SMR","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","SVK","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","SVN","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","Yes","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","SWE","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","CHE","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","Yes","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","MKD","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","MKD","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","UKR","SA_MINIMUM_PRICE_POLICY","Yes","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","UKR","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","SEAR","BGD","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","SEAR","BGD","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","SEAR","IND","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","SEAR","LKA","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","SEAR","LKA","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","AUS","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","Yes","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","AUS","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","KHM","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","KOR","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","KOR","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","VUT","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","VUT","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","AGO","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","BEN","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","BWA","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","BDI","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","CPV","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","CMR","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","TCD","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","COM","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","COG","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","MOZ","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","ETH","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","GAB","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","GHA","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","LBR","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","MWI","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","MLI","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","COD","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","GIN","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","KEN","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","LSO","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","MRT","SA_BELOW_COST_SELLING_BAN","Total ban","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","GNQ","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","ARG","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","BHS","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","BLZ","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","BRA","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","NAM","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","NER","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","RWA","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","STP","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","SEN","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","SLE","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","ZAF","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","SWZ","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","TGO","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","TZA","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AFR","ZMB","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","ATG","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","GRD","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","GTM","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","CHL","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","COL","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","CRI","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","DMA","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","DOM","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","ECU","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","SLV","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","EGY","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","IRQ","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","HND","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","JOR","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","MEX","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","NIC","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","PRY","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","PER","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","LCA","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","VCT","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","SUR","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","DJI","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","USA","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","URY","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","AMR","VEN","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","LBY","SA_VOLUME_DISCOUNTS_BAN","Total ban","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","MAR","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","PAK","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","SOM","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","Total ban","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","SDN","SA_MINIMUM_PRICE_POLICY","Total ban","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","DEU","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","ARE","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EMR","YEM","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","Total ban","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","PRT","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","MDA","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","ROU","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","AND","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","ARM","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","AUT","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","HUN","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","Yes","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","BLR","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","BEL","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","BIH","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","HRV","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","CYP","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","EST","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","ISL","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","ISR","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","ITA","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","FIN","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","GEO","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","KAZ","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","LVA","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","LTU","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","LUX","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","MCO","SA_LOWER_PRICE_NON_ALCOHOLIC_BEVERAGES","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","MNE","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","NLD","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","POL","SA_BELOW_COST_SELLING_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","CHN","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","JPN","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","LAO","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","MYS","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","WPR","MNG","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","RUS","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","SMR","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","SVK","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","Yes","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","SVK","SA_VOLUME_DISCOUNTS_BAN","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","SVN","SA_ADDITIONAL_LEVY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","SWE","SA_ANY_PRICE_MEASURES_EXCLUDING_TAXATION","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","CHE","SA_MINIMUM_PRICE_POLICY","No","","","",""
"SA_0000001730","PUBLISHED","2016","EUR","CHE","SA_ADDITIONAL_LEVY","No","","","",""
