"GHO","PUBLISHSTATE","YEAR","REGION","AMRGLASSCATEGORY","Display Value","Numeric","Low","High","Comments"
"AMRGLASS_COORD02","PUBLISHED","2018","AMR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","AMR","AMRGLASS_ISITESTABLISHED03","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","AMR","AMRGLASS_ISITESTABLISHED02","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","AMR","AMRGLASS_ISITESTABLISHED01","9","9.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","AMR","AMRGLASS_ISITESTABLISHED05","94","94.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","AMR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","AMR","AMRGLASS_ISITESTABLISHED03","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","AMR","AMRGLASS_ISITESTABLISHED02","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","AMR","AMRGLASS_ISITESTABLISHED01","6","6.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","AFR","AMRGLASS_ISITESTABLISHED05","60","60.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","AFR","AMRGLASS_ISITESTABLISHED04","9","9.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","AFR","AMRGLASS_ISITESTABLISHED03","2","2.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","AFR","AMRGLASS_ISITESTABLISHED02","2","2.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","AFR","AMRGLASS_ISITESTABLISHED01","28","28.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","AFR","AMRGLASS_ISITESTABLISHED05","70","70.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","AFR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","AFR","AMRGLASS_ISITESTABLISHED03","2","2.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","AFR","AMRGLASS_ISITESTABLISHED02","4","4.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","AFR","AMRGLASS_ISITESTABLISHED01","23","23.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","AFR","AMRGLASS_ISITESTABLISHED05","79","79.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","AFR","AMRGLASS_ISITESTABLISHED04","2","2.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","AFR","AMRGLASS_ISITESTABLISHED03","2","2.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","AFR","AMRGLASS_ISITESTABLISHED02","4","4.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","AFR","AMRGLASS_ISITESTABLISHED01","13","13.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","EUR","AMRGLASS_ISITESTABLISHED03","2","2.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","EUR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","EUR","AMRGLASS_ISITESTABLISHED05","54","54.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","SEAR","AMRGLASS_ISITESTABLISHED01","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","SEAR","AMRGLASS_ISITESTABLISHED02","9","9.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","SEAR","AMRGLASS_ISITESTABLISHED03","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","SEAR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","SEAR","AMRGLASS_ISITESTABLISHED05","91","91.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","SEAR","AMRGLASS_ISITESTABLISHED01","73","73.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","SEAR","AMRGLASS_ISITESTABLISHED02","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","SEAR","AMRGLASS_ISITESTABLISHED03","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","SEAR","AMRGLASS_ISITESTABLISHED04","9","9.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","SEAR","AMRGLASS_ISITESTABLISHED05","18","18.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","SEAR","AMRGLASS_ISITESTABLISHED01","73","73.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","SEAR","AMRGLASS_ISITESTABLISHED02","18","18.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","SEAR","AMRGLASS_ISITESTABLISHED03","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","SEAR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","SEAR","AMRGLASS_ISITESTABLISHED05","9","9.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","WPR","AMRGLASS_ISITESTABLISHED01","15","15.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","WPR","AMRGLASS_ISITESTABLISHED02","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","WPR","AMRGLASS_ISITESTABLISHED03","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","WPR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","WPR","AMRGLASS_ISITESTABLISHED05","85","85.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","WPR","AMRGLASS_ISITESTABLISHED01","15","15.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","WPR","AMRGLASS_ISITESTABLISHED02","4","4.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","WPR","AMRGLASS_ISITESTABLISHED03","4","4.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","WPR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","WPR","AMRGLASS_ISITESTABLISHED05","78","78.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","WPR","AMRGLASS_ISITESTABLISHED01","22","22.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","WPR","AMRGLASS_ISITESTABLISHED02","4","4.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","WPR","AMRGLASS_ISITESTABLISHED03","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","WPR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","WPR","AMRGLASS_ISITESTABLISHED05","74","74.00000","","",""
