"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_WATERPIPED","PUBLISHED","1993","AFR","KEN","","","WQ4","91.2","0.91237","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","KEN","","","WQ4","92.2","0.92236","","",""
"EQ_WATERPIPED","PUBLISHED","2009","SEAR","MDV","","","WQ4","47.8","0.47834","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AFR","MLI","","","WQ4","83.7","0.83654","","",""
"EQ_WATERPIPED","PUBLISHED","2002","AMR","DOM","","","WQ5","7.6","0.07613","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","MOZ","","","WQ4","85.2","0.85249","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AMR","NIC","","","WQ4","96.1","0.96067","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","NER","","","WQ4","97.1","0.97080","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","RWA","","","WQ4","79.1","0.79095","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","STP","","","WQ4","96.2","0.96169","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AFR","UGA","","","WQ4","47.7","0.47710","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","ZMB","","","WQ4","96.9","0.96889","","",""
"EQ_WATERPIPED","PUBLISHED","2006","EUR","AZE","","","WQ5","95.8","0.95757","","",""
"EQ_WATERPIPED","PUBLISHED","1996","SEAR","BGD","","","WQ5","91.6","0.91551","","",""
"EQ_WATERPIPED","PUBLISHED","2000","WPR","KHM","","","WQ5","86.9","0.86869","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","CMR","","","WQ5","95.7","0.95674","","",""
"EQ_WATERPIPED","PUBLISHED","2008","EMR","EGY","","","WQ5","98.5","0.98466","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AMR","GTM","","","WQ5","52.8","0.52772","","",""
"EQ_WATERPIPED","PUBLISHED","1999","AFR","GIN","","","WQ5","90.6","0.90592","","",""
"EQ_WATERPIPED","PUBLISHED","2009","EMR","JOR","","","WQ5","40.2","0.40202","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","KEN","","","WQ5","91.4","0.91446","","",""
"EQ_WATERPIPED","PUBLISHED","2009","SEAR","MDV","","","WQ5","33.4","0.33408","","",""
"EQ_WATERPIPED","PUBLISHED","2003","EMR","MAR","","","WQ5","97.8","0.97795","","",""
"EQ_WATERPIPED","PUBLISHED","2011","SEAR","NPL","","","WQ5","67.9","0.67890","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AMR","NIC","","","WQ5","93.3","0.93337","","",""
"EQ_WATERPIPED","PUBLISHED","1992","AFR","RWA","","","WQ5","96.9","0.96907","","",""
"EQ_WATERPIPED","PUBLISHED","1997","AFR","SEN","","","WQ5","95.3","0.95324","","",""
"EQ_WATERPIPED","PUBLISHED","1993","EUR","TUR","","","WQ5","56.4","0.56402","","",""
"EQ_WATERPIPED","PUBLISHED","2006","EUR","AZE","YEARS0-5","","","69.6","0.69610","","",""
"EQ_WATERPIPED","PUBLISHED","2007","EUR","UKR","","","WQ5","93.9","0.93883","","",""
"EQ_WATERPIPED","PUBLISHED","1996","SEAR","BGD","YEARS0-5","","","24.6","0.24612","","",""
"EQ_WATERPIPED","PUBLISHED","2000","WPR","KHM","YEARS0-5","","","22.8","0.22821","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","CMR","YEARS0-5","","","61.2","0.61197","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AMR","DOM","YEARS0-5","","","70.8","0.70796","","",""
"EQ_WATERPIPED","PUBLISHED","2002","AMR","DOM","YEARS0-5","","","39.8","0.39821","","",""
"EQ_WATERPIPED","PUBLISHED","2011","AFR","ETH","YEARS0-5","","","82.7","0.82695","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AMR","GTM","YEARS0-5","","","71.8","0.71775","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","MWI","YEARS0-5","","","68.1","0.68069","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","ETH","YEARS12+","","","88.2","0.88205","","",""
"EQ_WATERPIPED","PUBLISHED","1993","EUR","TUR","YEARS12+","","","64.1","0.64102","","",""
"EQ_WATERPIPED","PUBLISHED","2006","SEAR","NPL","YEARS0-5","","","41.5","0.41504","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","NIC","YEARS0-5","","","85.5","0.85477","","",""
"EQ_WATERPIPED","PUBLISHED","1992","AFR","RWA","YEARS0-5","","","56.7","0.56660","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","RWA","YEARS0-5","","","42.7","0.42740","","",""
"EQ_WATERPIPED","PUBLISHED","2003","EUR","TUR","YEARS0-5","","","76.5","0.76467","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","UGA","YEARS0-5","","","51.4","0.51352","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AFR","ZWE","YEARS0-5","","","94.9","0.94922","","",""
"EQ_WATERPIPED","PUBLISHED","2005","EUR","ARM","YEARS12+","","","99.7","0.99732","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","BFA","YEARS12+","","","88.8","0.88801","","",""
"EQ_WATERPIPED","PUBLISHED","2000","WPR","KHM","YEARS12+","","","70.7","0.70669","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AFR","CIV","YEARS12+","","","92.4","0.92366","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","GHA","YEARS12+","","","77.7","0.77686","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AMR","GTM","YEARS12+","","","61.8","0.61769","","",""
"EQ_WATERPIPED","PUBLISHED","1992","SEAR","IND","YEARS12+","","","79.3","0.79278","","",""
"EQ_WATERPIPED","PUBLISHED","1997","EMR","JOR","YEARS12+","","","96.9","0.96936","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","MDG","YEARS12+","","","85.4","0.85387","","",""
"EQ_WATERPIPED","PUBLISHED","1992","AFR","MWI","YEARS12+","","","96.6","0.96578","","",""
"EQ_WATERPIPED","PUBLISHED","2003","EMR","MAR","YEARS12+","","","97.1","0.97059","","",""
"EQ_WATERPIPED","PUBLISHED","1996","SEAR","NPL","YEARS12+","","","63.1","0.63139","","",""
"EQ_WATERPIPED","PUBLISHED","2006","SEAR","NPL","YEARS12+","","","65.3","0.65284","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AMR","PER","YEARS12+","","","92.1","0.92143","","",""
"EQ_WATERPIPED","PUBLISHED","2008","WPR","PHL","YEARS12+","","","35.4","0.35381","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","MWI","YEARS0-5","","","57.7","0.57713","","",""
"EQ_WATERPIPED","PUBLISHED","2003","EUR","TUR","YEARS12+","","","45.7","0.45680","","",""
"EQ_WATERPIPED","PUBLISHED","2000","EUR","ARM","YEARS6-11","","","97.9","0.97872","","",""
"EQ_WATERPIPED","PUBLISHED","2007","SEAR","BGD","YEARS6-11","","","33.3","0.33271","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","BFA","YEARS6-11","","","73.4","0.73442","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AFR","CIV","YEARS6-11","","","85.6","0.85550","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","GHA","YEARS6-11","","","72.8","0.72838","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AMR","HTI","YEARS6-11","","","53.6","0.53565","","",""
"EQ_WATERPIPED","PUBLISHED","2007","SEAR","IDN","YEARS6-11","","","25.7","0.25749","","",""
"EQ_WATERPIPED","PUBLISHED","1999","EUR","KAZ","YEARS6-11","","","90.1","0.90115","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","MDG","YEARS6-11","","","77.6","0.77627","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AFR","MLI","YEARS6-11","","","63.3","0.63274","","",""
"EQ_WATERPIPED","PUBLISHED","2001","SEAR","NPL","YEARS6-11","","","52.7","0.52711","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","NER","YEARS6-11","","","94.9","0.94937","","",""
"EQ_WATERPIPED","PUBLISHED","1998","WPR","PHL","YEARS6-11","","","64.2","0.64245","","",""
"EQ_WATERPIPED","PUBLISHED","1993","EUR","TUR","YEARS6-11","","","73.7","0.73727","","",""
"EQ_WATERPIPED","PUBLISHED","2007","EUR","UKR","YEARS6-11","","","80.6","0.80592","","",""
"EQ_WATERPIPED","PUBLISHED","1996","SEAR","BGD","","RUR","","0.8","0.00756","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AFR","CIV","","RUR","","24.8","0.24758","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","GHA","","RUR","","10.8","0.10831","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AMR","GTM","","RUR","","60.5","0.60495","","",""
"EQ_WATERPIPED","PUBLISHED","1992","SEAR","IND","","RUR","","19.3","0.19294","","",""
"EQ_WATERPIPED","PUBLISHED","1997","EMR","JOR","","RUR","","81.7","0.81725","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","MDG","","RUR","","16.3","0.16275","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","MWI","","RUR","","13.8","0.13771","","",""
"EQ_WATERPIPED","PUBLISHED","2001","SEAR","NPL","","RUR","","33.1","0.33052","","",""
"EQ_WATERPIPED","PUBLISHED","2011","SEAR","NPL","","RUR","","45.5","0.45496","","",""
"EQ_WATERPIPED","PUBLISHED","1993","WPR","PHL","","RUR","","20.6","0.20600","","",""
"EQ_WATERPIPED","PUBLISHED","2003","WPR","PHL","","RUR","","37.1","0.37131","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","TZA","","RUR","","23.6","0.23622","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AMR","DOM","","RUR","","43.1","0.43068","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","LBR","","","","6.8","0.06775","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","BFA","","URB","","66.8","0.66755","","",""
"EQ_WATERPIPED","PUBLISHED","1997","AFR","MOZ","","","","20.4","0.20375","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","GHA","","URB","","75.8","0.75826","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AMR","HTI","","URB","","52.3","0.52311","","",""
"EQ_WATERPIPED","PUBLISHED","2002","SEAR","IDN","","URB","","28.9","0.28937","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","KEN","","URB","","84.2","0.84207","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","LBR","","URB","","18.1","0.18072","","",""
"EQ_WATERPIPED","PUBLISHED","1992","AFR","NAM","","URB","","96.7","0.96651","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","NGA","","URB","","19.9","0.19948","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AMR","PER","","URB","","88.2","0.88194","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","RWA","","URB","","64.5","0.64517","","",""
"EQ_WATERPIPED","PUBLISHED","2006","EMR","PAK","","","","38.3","0.38262","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AMR","PER","","","","66.9","0.66909","","",""
"EQ_WATERPIPED","PUBLISHED","2008","WPR","PHL","","","","35.3","0.35269","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","ZAF","","","","81.9","0.81891","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","TZA","","","","37.2","0.37185","","",""
"EQ_WATERPIPED","PUBLISHED","2002","WPR","VNM","","","","20.1","0.20068","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AFR","ZMB","","","","32.2","0.32198","","",""
"EQ_WATERPIPED","PUBLISHED","2007","SEAR","BGD","","URB","","30.3","0.30299","","",""
"EQ_WATERPIPED","PUBLISHED","2009","SEAR","TLS","","RUR","","38.8","0.38758","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AFR","ZWE","","RUR","","17.6","0.17608","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","ZWE","","RUR","","11.8","0.11801","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","BOL","","","","74.8","0.74776","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AMR","BOL","","","","84.3","0.84295","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AMR","COL","","","","84.8","0.84782","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","COM","","","","50.6","0.50602","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","ETH","","","","23.7","0.23691","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","GAB","","","","72.8","0.72837","","",""
"EQ_WATERPIPED","PUBLISHED","2009","AMR","GUY","","","","33.5","0.33452","","",""
"EQ_WATERPIPED","PUBLISHED","1998","SEAR","IND","","","","38.6","0.38643","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AFR","BEN","","URB","","67.5","0.67482","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","COM","","URB","","74.2","0.74184","","",""
"EQ_WATERPIPED","PUBLISHED","2005","EMR","EGY","","URB","","98.8","0.98813","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AMR","BRA","","","WQ2","82.2","0.82200","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","TZA","","URB","","78.3","0.78279","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","UGA","","URB","","59.4","0.59449","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AFR","ZMB","","URB","","81.7","0.81664","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AFR","BEN","","","WQ1","13.8","0.13812","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AMR","BOL","","","WQ1","57.1","0.57140","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","CMR","","","WQ1","41.5","0.41543","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AMR","COL","","","WQ1","90.9","0.90888","","",""
"EQ_WATERPIPED","PUBLISHED","2005","EMR","EGY","","","WQ1","96.5","0.96528","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","ETH","","","WQ1","57.5","0.57469","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AMR","HTI","","","WQ1","43.5","0.43474","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AMR","PER","","","WQ2","82.5","0.82498","","",""
"EQ_WATERPIPED","PUBLISHED","2009","EMR","JOR","","","WQ1","78.9","0.78945","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","MWI","","","WQ1","41.6","0.41626","","",""
"EQ_WATERPIPED","PUBLISHED","1992","EMR","MAR","","","WQ1","84.1","0.84144","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","NGA","","","WQ1","18.1","0.18104","","",""
"EQ_WATERPIPED","PUBLISHED","1990","EMR","PAK","","","WQ1","38.7","0.38739","","",""
"EQ_WATERPIPED","PUBLISHED","2008","WPR","PHL","","","WQ1","35.3","0.35307","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","STP","","","WQ1","96.3","0.96280","","",""
"EQ_WATERPIPED","PUBLISHED","1993","EUR","TUR","","","WQ1","86.6","0.86581","","",""
"EQ_WATERPIPED","PUBLISHED","2007","EUR","UKR","","","WQ1","49.1","0.49149","","",""
"EQ_WATERPIPED","PUBLISHED","1996","SEAR","BGD","","","WQ2","16.2","0.16151","","",""
"EQ_WATERPIPED","PUBLISHED","1999","AMR","DOM","","","WQ2","55.8","0.55845","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","CMR","","","WQ2","66.1","0.66128","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AMR","DOM","","","WQ2","24.7","0.24667","","",""
"EQ_WATERPIPED","PUBLISHED","1999","AFR","GIN","","","WQ2","60.1","0.60071","","",""
"EQ_WATERPIPED","PUBLISHED","2009","AMR","GUY","","","WQ2","41.3","0.41320","","",""
"EQ_WATERPIPED","PUBLISHED","2009","EMR","JOR","","","WQ2","77.9","0.77852","","",""
"EQ_WATERPIPED","PUBLISHED","1999","EUR","KAZ","","","WQ2","97.5","0.97485","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","MWI","","","WQ2","67.5","0.67537","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AFR","MLI","","","WQ2","32.7","0.32748","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","NIC","","","WQ2","89.6","0.89565","","",""
"EQ_WATERPIPED","PUBLISHED","1997","EMR","JOR","","","WQ3","99.3","0.99306","","",""
"EQ_WATERPIPED","PUBLISHED","1997","AFR","MDG","","","WQ3","78.8","0.78768","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","MDG","","","WQ3","80.3","0.80342","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","NAM","","","WQ3","98.2","0.98216","","",""
"EQ_WATERPIPED","PUBLISHED","2001","SEAR","NPL","","","WQ3","35.8","0.35788","","",""
"EQ_WATERPIPED","PUBLISHED","1993","WPR","PHL","","","WQ3","49.7","0.49678","","",""
"EQ_WATERPIPED","PUBLISHED","2008","EMR","EGY","","","WQ4","99.8","0.99772","","",""
"EQ_WATERPIPED","PUBLISHED","1999","AFR","GIN","","","WQ4","83.6","0.83626","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AMR","HND","","","WQ4","33.3","0.33308","","",""
"EQ_WATERPIPED","PUBLISHED","2007","EMR","JOR","","","WQ4","70.5","0.70476","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","MWI","","","WQ4","92.1","0.92058","","",""
"EQ_WATERPIPED","PUBLISHED","2003","WPR","PHL","","","WQ3","70.7","0.70653","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","TZA","","","WQ3","79.5","0.79452","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","TZA","","","WQ3","70.2","0.70176","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AFR","ZMB","","","WQ3","88.6","0.88604","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","RWA","","","WQ2","80.7","0.80709","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","RWA","","","WQ2","51.2","0.51152","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","TGO","","","WQ2","65.4","0.65355","","",""
"EQ_WATERPIPED","PUBLISHED","1998","EUR","TUR","","","WQ2","80.4","0.80445","","",""
"EQ_WATERPIPED","PUBLISHED","2008","EUR","ALB","","","WQ3","73.9","0.73882","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","BEN","","","WQ3","74.1","0.74129","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","BFA","","","WQ3","74.9","0.74860","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","BFA","","","WQ3","90.5","0.90494","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AMR","COL","","","WQ3","99.9","0.99925","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","COD","","","WQ3","69.1","0.69129","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","GHA","","","WQ3","85.4","0.85372","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","GHA","","","WQ3","79.8","0.79814","","",""
"EQ_WATERPIPED","PUBLISHED","2002","SEAR","IDN","","","WQ3","25.4","0.25395","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","BEN","","","WQ4","84.5","0.84521","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","BOL","","","WQ4","98.9","0.98909","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","CMR","","","WQ4","84.1","0.84090","","",""
"EQ_WATERPIPED","PUBLISHED","2002","AMR","DOM","","","WQ4","18.6","0.18585","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AMR","PER","","","WQ5","94.2","0.94245","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AFR","ZWE","","","WQ5","99.2","0.99222","","",""
"EQ_WATERPIPED","PUBLISHED","2008","EUR","ALB","YEARS0-5","","","82.1","0.82148","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","BEN","YEARS0-5","","","49.5","0.49541","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AMR","BOL","YEARS0-5","","","90.7","0.90662","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","BFA","YEARS0-5","","","60.7","0.60690","","",""
"EQ_WATERPIPED","PUBLISHED","1990","AMR","COL","YEARS0-5","","","96.5","0.96541","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","COG","YEARS0-5","","","86.7","0.86677","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","GAB","YEARS0-5","","","89.2","0.89218","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","GHA","YEARS0-5","","","77.7","0.77669","","",""
"EQ_WATERPIPED","PUBLISHED","1997","SEAR","IDN","YEARS0-5","","","26.7","0.26713","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","KEN","YEARS0-5","","","59.8","0.59791","","",""
"EQ_WATERPIPED","PUBLISHED","1997","AFR","MDG","YEARS0-5","","","41.1","0.41132","","",""
"EQ_WATERPIPED","PUBLISHED","1992","EMR","MAR","YEARS0-5","","","93.3","0.93253","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","NAM","YEARS0-5","","","96.3","0.96266","","",""
"EQ_WATERPIPED","PUBLISHED","1993","WPR","PHL","YEARS0-5","","","36.8","0.36815","","",""
"EQ_WATERPIPED","PUBLISHED","2003","WPR","PHL","YEARS0-5","","","58.2","0.58175","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","ZAF","YEARS0-5","","","97.2","0.97178","","",""
"EQ_WATERPIPED","PUBLISHED","2009","SEAR","TLS","YEARS0-5","","","59.9","0.59881","","",""
"EQ_WATERPIPED","PUBLISHED","1999","AFR","ZWE","YEARS0-5","","","98.4","0.98416","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AMR","BOL","YEARS12+","","","97.4","0.97409","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","BFA","YEARS12+","","","83.1","0.83136","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AMR","COL","YEARS12+","","","89.6","0.89625","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","COM","YEARS12+","","","68.8","0.68750","","",""
"EQ_WATERPIPED","PUBLISHED","1998","WPR","PHL","","","WQ5","84.2","0.84244","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","TZA","","","WQ5","79.6","0.79613","","",""
"EQ_WATERPIPED","PUBLISHED","2003","EUR","TUR","","","WQ5","39.4","0.39392","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","NGA","","","WQ4","22.2","0.22172","","",""
"EQ_WATERPIPED","PUBLISHED","2006","EMR","PAK","","","WQ4","74.5","0.74504","","",""
"EQ_WATERPIPED","PUBLISHED","1992","AFR","RWA","","","WQ4","90.8","0.90777","","",""
"EQ_WATERPIPED","PUBLISHED","1993","EUR","TUR","","","WQ4","77.3","0.77312","","",""
"EQ_WATERPIPED","PUBLISHED","2007","EUR","UKR","","","WQ4","92.7","0.92733","","",""
"EQ_WATERPIPED","PUBLISHED","2004","SEAR","BGD","","","WQ5","73.8","0.73774","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","BFA","","","WQ5","92.9","0.92901","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","CMR","","","WQ5","88.8","0.88847","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AFR","CIV","","","WQ5","98.4","0.98408","","",""
"EQ_WATERPIPED","PUBLISHED","1995","EMR","EGY","","","WQ5","99.9","0.99898","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","GHA","","","WQ5","91.6","0.91604","","",""
"EQ_WATERPIPED","PUBLISHED","2002","SEAR","IDN","","","WQ5","48.8","0.48753","","",""
"EQ_WATERPIPED","PUBLISHED","1997","EMR","JOR","","","WQ5","99.3","0.99341","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","MDG","","","WQ5","99.8","0.99773","","",""
"EQ_WATERPIPED","PUBLISHED","1992","AFR","MWI","","","WQ5","98.8","0.98834","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","NAM","","","WQ5","96.3","0.96260","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","NER","","","WQ5","85.6","0.85621","","",""
"EQ_WATERPIPED","PUBLISHED","2011","AFR","ETH","YEARS12+","","","90.3","0.90323","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","GHA","YEARS12+","","","85.1","0.85128","","",""
"EQ_WATERPIPED","PUBLISHED","1997","SEAR","IDN","YEARS12+","","","54.4","0.54434","","",""
"EQ_WATERPIPED","PUBLISHED","2009","EMR","JOR","YEARS12+","","","51.1","0.51109","","",""
"EQ_WATERPIPED","PUBLISHED","2009","AFR","LSO","YEARS12+","","","91.1","0.91094","","",""
"EQ_WATERPIPED","PUBLISHED","1997","AFR","MDG","YEARS12+","","","75.2","0.75202","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","NAM","YEARS12+","","","99.8","0.99771","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","NIC","YEARS12+","","","97.1","0.97134","","",""
"EQ_WATERPIPED","PUBLISHED","1993","WPR","PHL","YEARS12+","","","69.4","0.69422","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","MOZ","","RUR","","5.0","0.05036","","",""
"EQ_WATERPIPED","PUBLISHED","2011","AFR","ETH","","URB","","87.0","0.86975","","",""
"EQ_WATERPIPED","PUBLISHED","2002","WPR","VNM","","URB","","76.0","0.75958","","",""
"EQ_WATERPIPED","PUBLISHED","1997","EMR","JOR","","","WQ2","98.0","0.98035","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","KEN","","","WQ2","74.0","0.74032","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","RWA","YEARS12+","","","81.7","0.81709","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","TZA","YEARS12+","","","73.9","0.73863","","",""
"EQ_WATERPIPED","PUBLISHED","2009","SEAR","TLS","YEARS12+","","","66.4","0.66409","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","MOZ","YEARS6-11","","","70.5","0.70511","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AMR","PER","YEARS6-11","","","82.3","0.82300","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AMR","PER","YEARS6-11","","","87.4","0.87419","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","STP","YEARS6-11","","","97.8","0.97784","","",""
"EQ_WATERPIPED","PUBLISHED","1999","AFR","TZA","YEARS6-11","","","81.6","0.81606","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","TZA","YEARS6-11","","","61.5","0.61490","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AFR","ZWE","YEARS12+","","","99.2","0.99232","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","ZWE","YEARS12+","","","98.6","0.98604","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","BOL","YEARS6-11","","","93.6","0.93571","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AMR","BOL","YEARS6-11","","","92.9","0.92858","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AMR","COL","YEARS6-11","","","98.4","0.98401","","",""
"EQ_WATERPIPED","PUBLISHED","2008","EMR","EGY","YEARS6-11","","","98.6","0.98591","","",""
