"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SPONSORSHIPORIGINATOR","Display Value","Numeric","Low","High","Comments"
"SA_0000001537_ARCHIVED","PUBLISHED","2012","AMR","HND","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537_ARCHIVED","PUBLISHED","2012","AMR","JAM","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537_ARCHIVED","PUBLISHED","2012","WPR","JPN","SA_FROM_BEER_INDUSTRY","no restriction","","","",""
"SA_0000001537_ARCHIVED","PUBLISHED","2012","EUR","KAZ","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
"SA_0000001537_ARCHIVED","PUBLISHED","2012","AFR","KEN","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_FROM_BEER_INDUSTRY","partial restriction","","","",""
"SA_0000001537_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_FROM_SPIRITS_INDUSTRY","partial restriction","","","",""
"SA_0000001537_ARCHIVED","PUBLISHED","2012","WPR","KOR","SA_FROM_WINE_INDUSTRY","no restriction","","","",""
