"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_HIVPREV","PUBLISHED","2008","AFR","","SLE","FMLE","RUR","","1.2","1.20000","","",""
"EQ_HIVPREV","PUBLISHED","2007","AFR","","LBR","FMLE","RUR","","1.1","1.10000","","",""
"EQ_HIVPREV","PUBLISHED","2003","AFR","","GHA","FMLE","RUR","","2.5","2.50000","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","","GIN","FMLE","RUR","","0.9","0.90000","","",""
"EQ_HIVPREV","PUBLISHED","2009","AFR","","COG","FMLE","RUR","","3.3","3.30000","","",""
"EQ_HIVPREV","PUBLISHED","2011","AFR","","ETH","FMLE","RUR","","0.8","0.80000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","BDI","FMLE","RUR","","1.2","1.20000","","",""
"EQ_HIVPREV","PUBLISHED","2011","AFR","","CMR","FMLE","RUR","","4.6","4.60000","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","","CIV","FMLE","RUR","","5.5","5.50000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","RWA","FMLE","RUR","","2.8","2.80000","","",""
"EQ_HIVPREV","PUBLISHED","2011-2012","AFR","","TZA","FMLE","RUR","","5.2","5.20000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","CAF","FMLE","RUR","","3.7","3.70000","","",""
"EQ_HIVPREV","PUBLISHED","2011","AFR","","UGA","FMLE","RUR","","7.7","7.70000","","",""
"EQ_HIVPREV","PUBLISHED","2009","AFR","","MOZ","FMLE","RUR","","10.7","10.70000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","MWI","FMLE","RUR","","10.5","10.50000","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","","CPV","MLE","RUR","","0.7","0.70000","","",""
"EQ_HIVPREV","PUBLISHED","2010-2011","AFR","","SEN","MLE","RUR","","0.6","0.60000","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","","NER","MLE","RUR","","0.6","0.60000","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","","MLI","MLE","RUR","","0.6","0.60000","","","Only for Bamako"
"EQ_HIVPREV","PUBLISHED","2007","AFR","","COD","MLE","RUR","","0.6","0.60000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","BFA","MLE","RUR","","0.5","0.50000","","",""
"EQ_HIVPREV","PUBLISHED","2008","AFR","","SLE","MLE","RUR","","0.6","0.60000","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","","BEN","MLE","RUR","","0.7","0.70000","","","Only for Cotonou"
"EQ_HIVPREV","PUBLISHED","2007","AFR","","LBR","MLE","RUR","","0.6","0.60000","","",""
"EQ_HIVPREV","PUBLISHED","2003","AFR","","GHA","MLE","RUR","","1.4","1.40000","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","","GIN","MLE","RUR","","1.1","1.10000","","",""
"EQ_HIVPREV","PUBLISHED","2009","AFR","","COG","MLE","RUR","","2.3","2.30000","","",""
"EQ_HIVPREV","PUBLISHED","2011","AFR","","ETH","MLE","RUR","","0.5","0.50000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","BDI","MLE","RUR","","0.7","0.70000","","",""
"EQ_HIVPREV","PUBLISHED","2011","AFR","","CMR","MLE","RUR","","2.7","2.70000","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","","CIV","MLE","RUR","","2.5","2.50000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","RWA","MLE","RUR","","1.6","1.60000","","",""
"EQ_HIVPREV","PUBLISHED","2011-2012","AFR","","TZA","MLE","RUR","","3.4","3.40000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","CAF","MLE","RUR","","1.9","1.90000","","",""
"EQ_HIVPREV","PUBLISHED","2011","AFR","","UGA","MLE","RUR","","6.1","6.10000","","",""
"EQ_HIVPREV","PUBLISHED","2009","AFR","","MOZ","MLE","RUR","","7.2","7.20000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","MWI","MLE","RUR","","7.1","7.10000","","",""
"EQ_HIVPREV","PUBLISHED","2007","AFR","","ZMB","MLE","RUR","","9.4","9.40000","","",""
"EQ_HIVPREV","PUBLISHED","2009","AFR","","LSO","FMLE","URB","","31.0","31.00000","","",""
"EQ_HIVPREV","PUBLISHED","2006-2007","AFR","","SWZ","FMLE","URB","","37.0","37.00000","","",""
"EQ_HIVPREV","PUBLISHED","2011","AFR","","CMR","MLE","URB","","3.0","3.00000","","",""
"EQ_HIVPREV","PUBLISHED","2009","AFR","","LSO","MLE","URB","","21.0","21.00000","","",""
"EQ_HIVPREV","PUBLISHED","2006-2007","AFR","","SWZ","MLE","URB","","26.0","26.00000","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","","BEN","FMLE","RUR","","1.0","1.00000","","","Only for Cotonou"
"EQ_HIVPREV","PUBLISHED","2007","AFR","","ZMB","FMLE","RUR","","11.0","11.00000","","",""
"EQ_HIVPREV","PUBLISHED","2009","AFR","","LSO","FMLE","RUR","","25.0","25.00000","","",""
"EQ_HIVPREV","PUBLISHED","2006-2007","AFR","","SWZ","FMLE","RUR","","29.0","29.00000","","",""
"EQ_HIVPREV","PUBLISHED","2010-2011","AFR","","ZWE","MLE","RUR","","12.0","12.00000","","",""
"EQ_HIVPREV","PUBLISHED","2009","AFR","","LSO","MLE","RUR","","17.0","17.00000","","",""
"EQ_HIVPREV","PUBLISHED","2010-2011","AFR","","ZWE","FMLE","URB","","20.0","20.00000","","",""
"EQ_HIVPREV","PUBLISHED","2010-2011","AFR","","ZWE","MLE","URB","","13.0","13.00000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","MWI","MLE","URB","","12.0","12.00000","","",""
"EQ_HIVPREV","PUBLISHED","2007","AFR","","COD","FMLE","RUR","","1.0","1.00000","","",""
"EQ_HIVPREV","PUBLISHED","2010-2011","AFR","","ZWE","FMLE","RUR","","17.0","17.00000","","",""
"EQ_HIVPREV","PUBLISHED","2006-2007","AFR","","SWZ","MLE","RUR","","17.0","17.00000","","",""
