"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","BACGROUP","Display Value","Numeric","Low","High","Comments"
"SA_0000001520","PUBLISHED","2016","EUR","DNK","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","DEU","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","GRC","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ITA","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ITA","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","MLT","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","MLT","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","POL","SA_GENERAL_POPULATION","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","PRT","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","SMR","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","SRB","SA_GENERAL_POPULATION","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","CHE","SA_PROFESS_COMMERCE_DRIVERS","0.01%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","TJK","SA_GENERAL_POPULATION","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","UKR","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","GBR","SA_PROFESS_COMMERCE_DRIVERS","subnational","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","IND","SA_YOUNG_NOVICE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","IND","SA_PROFESS_COMMERCE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","THA","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","THA","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","CHN","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","COK","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","MYS","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","MYS","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","NIU","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","NIU","SA_YOUNG_NOVICE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","WSM","SA_GENERAL_POPULATION","0.04%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","SGP","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","SGP","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","VUT","SA_PROFESS_COMMERCE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","VNM","SA_GENERAL_POPULATION","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","ETH","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","PRY","SA_GENERAL_POPULATION","Zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","KNA","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","GHA","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","KEN","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","LBR","SA_YOUNG_NOVICE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","MRT","SA_GENERAL_POPULATION","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","MOZ","SA_YOUNG_NOVICE_DRIVERS","0.06%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","BWA","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","BDI","SA_YOUNG_NOVICE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","SOM","SA_GENERAL_POPULATION","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","SYR","SA_YOUNG_NOVICE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ALB","SA_GENERAL_POPULATION","0.01%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ARM","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","AZE","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","BGR","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","CYP","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","EST","SA_GENERAL_POPULATION","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","GEO","SA_PROFESS_COMMERCE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","HUN","SA_GENERAL_POPULATION","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","IRL","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","KGZ","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","LTU","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","MLT","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","MNE","SA_GENERAL_POPULATION","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","NOR","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","PRT","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","RUS","SA_GENERAL_POPULATION","0.04%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","SMR","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","SVK","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","SWE","SA_GENERAL_POPULATION","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","MKD","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","UKR","SA_GENERAL_POPULATION","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","UZB","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","IND","SA_GENERAL_POPULATION","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","MDV","SA_YOUNG_NOVICE_DRIVERS","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","NPL","SA_PROFESS_COMMERCE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","AUS","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","KHM","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","FJI","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","LAO","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","FSM","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","CMR","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","COG","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","COD","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","TTO","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","URY","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","AFG","SA_PROFESS_COMMERCE_DRIVERS","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","IRN","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","JOR","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","LBY","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","NER","SA_PROFESS_COMMERCE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","SEN","SA_YOUNG_NOVICE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","SLE","SA_PROFESS_COMMERCE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","PAK","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","SWZ","SA_GENERAL_POPULATION","0.04%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","TZA","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","ATG","SA_GENERAL_POPULATION","none","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","ECU","SA_YOUNG_NOVICE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","GRD","SA_PROFESS_COMMERCE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","HTI","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","MEX","SA_PROFESS_COMMERCE_DRIVERS","sub-national","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","BHS","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","BRA","SA_GENERAL_POPULATION","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","CHL","SA_YOUNG_NOVICE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","CRI","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","NRU","SA_YOUNG_NOVICE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","PNG","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","KOR","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","SGP","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","VUT","SA_YOUNG_NOVICE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","DOM","SA_PROFESS_COMMERCE_DRIVERS","Zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","CAN","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","CAN","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","CAN","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
